ID,Part Number,Nomenclature ,QPA,QPE,GE NEG,Finished Part Supplier ,Engine Program,Engine Model,2015 QTY,Part Type,RM-Type,R/M Supplier,Plant,Yield ,Billet Diameter,Weight,Weight Type,Alloy,Spec,Flash Welding Permitted?,"Extend, Remove, or Negotiate?", R/M Unit Price 2014 , R/M Unit Price 2015 ,PO Amended  Y/N?, 2015 RM Delta , 2015 Material Deflation , 2015 Material Extended Value ,Machine Part Comments,NPI  - Leap/PP,Chip Revert  Part?
1071,1963M10P02,"SEAL,ROT,AIR",,,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,0,,17,2437D01,Seamless,Firth_Rixson,Schlosser,1=1,12,99.3,Yielded,Ti 6-4,AMS 4928,,," $2,290.00 "," $2,244.25 ",YES, $(45.75), $(777.75)," $38,152.25 ",,,
1072,5101T68P02,# 4 SEAL SUPPORT,,,Yes,65585-NUMET MACHINING TECHNIQUES              ,F414,,78,5108T95P01,Seamless,Firth_Rixson,Schlosser,1=1,6,84,Yielded,718TM,C50TF81,,," $2,304.67 "," $2,258.57 ",Yes, $(46.10)," $(3,595.80)"," $176,168.46 ",,,
1073,5101T68P02,# 4 SEAL SUPPORT,1,,Yes,31799-DEMUSZ MFG CO                           ,F414,,78,5108T95P01,Seamless,Firth_Rixson,Schlosser,1=1,6,84,Yielded,718TM,C50TF81,,," $2,304.67 "," $2,258.57 ",Yes, $(46.10)," $(3,595.80)"," $176,168.46 ",,,
1074,2303M26G04,"SUPPORT,SEAL",,,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,Marine 1600,,273,4013536-253P01,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,," $2,412.00 "," $2,364.00 ",Yes, $(48.00)," $(13,104.00)"," $645,372.00 ",,,
1075,2303M26G04,"SUPPORT,SEAL",,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,Marine 1600,,273,2303M26P02,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,," $2,412.00 "," $2,363.92 ",Yes, $(48.08)," $(13,125.84)"," $645,350.16 ",,,
1076,2551M96G01,CASE,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,Leap-1B,,,4013726-331P04,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,0,0,0,I-909,C50TF95 CL-B,,,  $                          -   ,     ,NPI,#VALUE!,#VALUE!,#VALUE!,Leap,Yes,
1077,2551M97G01,CASE,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,Leap-1B,,,4013726-332P03,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,0,0,0,M152,C50TF68 CL-B,,,  $                          -   ,     ,NPI,#VALUE!,#VALUE!,#VALUE!,Leap,Yes,
1078,9899556-848P01,OUTER BAND,,,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,0,,1,9899556-848,Seamless,Firth_Rixson,Monroe,1=1,6,61.5,Yielded,L-605,AMS 5759,,," $2,438.55 "," $2,389.78 ",Yes, $(48.77), $(48.77)," $2,389.78 ",,,
1079,4007T66P01,SUPPORT RING,,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,T64,,2,4017T24P01,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,6,65.5,Yielded,722,B50T73,,," $2,537.00 "," $2,486.00 ",Yes, $(51.00), $(102.00)," $4,972.00 ",,,
1080,6072T19G05,"FR. COMPRESSOR CASE,F404",,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,F404,,6,4013081-705P02,Seamless,Firth_Rixson,Schlosser,1=1,12,426,Yielded,M152,C50TF68B,,," $2,849.78 "," $2,792.79 ",Yes, $(56.99), $(341.94)," $16,756.74 ",,,
1081,5116T71G06,HPC CASE,1,,Yes,41847-GROS-ITE                                ,CF6-6,,0,4013081-705P02,Seamless,Firth_Rixson,Schlosser,1=2,0,0,0,0,0,,," $2,850.00 "," $2,792.79 ",Yes, $(57.21), $-   , $-   ,,,
1082,5116T71G03,COMPRESSOR CASE ASSY,1,,Yes,41847-GROS-ITE                                ,F414,,129,4013081-705P02,Seamless,Firth_Rixson,Schlosser,1=2,0,0,0,0,0,,," $2,850.00 "," $2,792.79 ",Yes, $(57.21)," $(7,380.09)"," $360,269.91 ",,,
1083,L56738G02,"CASE, SPLIT-INR",,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,LMS100,,7,L56738G02,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $3,011.33 "," $2,951.11 ",Yes, $(60.22), $(421.54)," $20,657.77 ",,,
1084,1963M42P02,#3 BRG HOUSING,,,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,GE90,,0,17A190-045P01,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,0,0,0,0,0,,," $3,163.00 "," $3,100.00 ",Yes, $(63.00), $-   , $-   ,,,
1085,6049T70P03,SEAL FWD ROTOR,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,F404,,49,5088T14P01,Seamless,Firth_Rixson,Schlosser,1=1,10,90,Yielded,718TM,C50TF81,,," $3,250.12 "," $3,185.12 ",Yes, $(65.00)," $(3,185.00)"," $156,070.88 ",,,
1086,2552M50G03,"CASE, AFT STG 8?9",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CFM56,,,4013726-335P02,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,,  Leap  ,,NPI,#VALUE!,#VALUE!, $-   ,Leap,Yes,
1087,1288M41G05,HSG #5 BRG,,,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,CF6,,40,1288M41G05,Seamless,Firth_Rixson,Suzhou,1=1,0,0,0,0,0,,," $3,577.00 "," $3,505.46 ",Yes, $(71.54)," $(2,861.60)"," $140,218.40 ",FRC,,
1088,9528M79P03,"RETAINER, STG2",,,Yes,"62582-SATELLITE TOOL & MACHINE, INC           ",F101,,40,9528M79P03,Seamless,Firth_Rixson,Schlosser,1=1,8,175,Yielded,718TM,C50TF104,,," $3,713.76 "," $3,639.49 ",Yes, $(74.27)," $(2,970.80)"," $145,579.60 ",,,
1089,2303M26G04,"SUPPORT,SEAL",,,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,Marine 1600,,273,4013536-249P01,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,," $3,911.00 "," $3,833.00 ",Yes, $(78.00)," $(21,294.00)"," $1,046,409.00 ",Paradigm,,
1090,2303M26G04,"SUPPORT,SEAL",,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,Marine 1600,,273,4013536-249P01,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,," $3,911.32 "," $3,833.09 ",Yes, $(78.23)," $(21,356.79)"," $1,046,433.57 ",,,
1091,L56739G02,"CASE, SPLIT OTR",,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,LMS100,,7,L56739G02,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $4,349.04 "," $4,262.06 ",Yes, $(86.98), $(608.86)," $29,834.42 ",,,
1092,9977013-783P02,"CASE, CF34 (SPLIT)",,,Yes,44278-PARADIGM PRECISION - MEX                ,CF34 ,,65,9977013-783P02,Seamless,Firth_Rixson,Schlosser,1=1,8,270,Yielded,I-718,B50TF15,,," $4,588.45 "," $4,496.69 ",Yes, $(91.76)," $(5,964.40)"," $292,284.85 ",,,
1093,2485M33G01,3R DAMPER HOUS,,,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,GE-PASSPORT,,12,2517M69P01,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,,  Passport  ,  Passport  ,NPI,#VALUE!,#VALUE!,#VALUE!,,Yes,
1094,L41250G01,FAN STTR CASE,1,,Yes,"11994-MAGELLAN AEROSPACE, HAVERHILL, INC      ",LM500,,3,RML41250,Seamless,Firth_Rixson,Schlosser,1=1,12,811.3,Yielded,17-4PH,AMS 5643,,," $4,672.14 "," $4,578.70 ",Yes, $(93.44), $(280.32)," $13,736.10 ",,,
1095,9977013-953G02,RING KIT,,,Yes,65585-NUMET MACHINING TECHNIQUES              ,F414,,138,9977013-882DET8,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $4,678.52 "," $4,584.95 ",Yes, $(93.57)," $(12,912.66)"," $632,723.10 ",,,
1096,2136M10G05,"COWL SUPPORT,GP7200",1,,Yes,41847-GROS-ITE                                ,GP7200,,1,4013537-171P01,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $4,994.17 "," $4,894.28 ",Yes, $(99.89), $(99.89)," $4,894.28 ",,,
1097,17A190-853P01,FLANGE,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,0,DL38038-301,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,0,0,0,0,0,,," $6,046.00 "," $5,925.00 ",Yes, $(121.00), $-   , $-   ,,,
1098,17A190-855P01,FLANGE,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,0,DL38038-301,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,0,0,0,0,0,,," $6,046.00 "," $5,925.00 ",Yes, $(121.00), $-   , $-   ,,,
1099,9977013-967P01,"CASE, HPTS, CF6-80C/80E",,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,CF6,,41,4013436-607P01,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $6,259.00 "," $6,134.00 ",Yes, $(125.00)," $(5,125.00)"," $251,494.00 ",,,
1100,2468M83G01,"CASE, STAGE 7",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CFM56,,0,4013726-333P01,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $2,525.00 ",     ,NPI,#VALUE!,#VALUE!,#VALUE!,Leap,Yes,
1101,2468M85G01,"CASE, HPC",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,LEAP A/C,,20,4013726-335P01,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,I-718,B50TF15 CL-E,,," $1,916.00 ",     ,NPI,#VALUE!,#VALUE!,#VALUE!,Moved to new p/n/Leap,Yes,
1102,2550M52G01,HPT STAGE 1 HANGER LEAP1B,,,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,CFM56,,0,2550M50P01,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,,  Leap  ,     ,NPI,#VALUE!,#VALUE!,#VALUE!,,Yes,
1103,2552M49G02,"CASE, AFT STG 8",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,Leap-1B,,24,4013726-334P02,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,I-718,B50TF15 CL-E,,,  $                          -   ,     ,NPI,#VALUE!,#VALUE!,#VALUE!,Leap,Yes,
1104,2552M50G04,"CASE, AFT STG 8?9",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,Leap-1B,,24,4013726-335P02,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,I-718,B50TF15 CL-E,,,  $                          -   ,     ,NPI,#VALUE!,#VALUE!,#VALUE!,,Yes,
1105,L56962P01,"SEAL, INNER FLOWPATH,LMS100",,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,LMS100,,9,L56962P01,Seamless,Firth_Rixson,Monroe,1=2,8,216.6,Yielded,R-41,B50TF110,,," $6,959.00 "," $6,820.00 ",Yes, $(139.00)," $(1,251.00)"," $61,380.00 ",,,
1106,9977013-762G01,"CASE/DIFF KIT,F110-100",2,,Yes,52361-GKN AEROSPACE - CINCINNATI INC          ,F110-100,,12,41349908,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $9,466.66 "," $9,277.75 ",Yes, $(188.91)," $(2,266.92)"," $111,333.00 ",,,
1107,9977013-764G01,"CASE/DIFF KIT,F110-129",2,,Yes,52361-GKN AEROSPACE - CINCINNATI INC          ,F110-100,,77,41349908,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $9,466.66 "," $9,277.75 ",Yes, $(188.91)," $(14,546.07)"," $714,386.75 ",,,
1108,1711M62G10,FWD OUTER SEAL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,137,4013382-914P01,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $9,804.37 "," $9,608.28 ",Yes, $(196.09)," $(26,864.33)"," $1,316,334.36 ",,,
1109,5115T72G02,COMB CASE,,,Yes,52361-GKN AEROSPACE - CINCINNATI INC          ,F414,,10,42569901,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $12,714.97 "," $12,460.66 ",Yes, $(254.31)," $(2,543.10)"," $124,606.60 ",,,
1110,5115T72G01,F414 OUTER CASE,,,Yes,52361-GKN AEROSPACE - CINCINNATI INC          ,F414,,77,42569901,Seamless,Firth_Rixson,Schlosser,1=1,12,743,Yielded,718R,C50TF37,,," $12,714.97 "," $12,460.66 ",Yes, $(254.31)," $(19,581.87)"," $959,470.82 ","12,211.45; 11,967.22",,
1111,4013522-371P01,OUTER,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,GE90,,51,4013522-371P01,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $13,805.43 "," $13,529.00 ",Yes, $(276.43)," $(14,097.93)"," $689,979.00 ",,,
1112,4013382-755P01,SUPPORT,1,,Yes,85472-SUN COUNTRY INDUSTRIES                  ,GE90,,8,4013431-015P03,Seamless,Firth_Rixson,Schlosser,1=1,9.5,459,Yielded,R-41,B50TF110,,," $15,601.14 "," $15,289.12 ",Yes, $(312.02)," $(2,496.16)"," $122,312.96 ",,,
1113,2303M22G03,"SUPPORT, NOZZLE",,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GENX,,2,4013563-248P01,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $18,553.58 "," $18,182.51 ",Yes, $(371.07), $(742.14)," $36,365.02 ",,,
1114,2303M22G04,"SUPPORT, NOZZLE",,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GENX,,0,4013563-248P01,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $18,553.58 "," $18,182.51 ",Yes, $(371.07), $-   , $-   ,,,
1115,2062M77G03,"CASE, LP TURBINE",1,,Yes,41847-GROS-ITE                                ,GE90,,68,4013522-438P04,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $65,908.00 "," $64,589.78 ",Yes," $(1,318.22)"," $(89,638.96)"," $4,392,105.04 ",,,
1116,9977013-485G01,RING KIT,,,Yes,44278-PARADIGM PRECISION - MEX                ,CFM56,,0,9977013-224P01 (9977013-205),Seamless,Frisa,Frisa,1=1,0,0,0,0,0,,," $1,650.00 "," $1,650.00 ",Yes, $-   , $-   , $-   ,"As of 2/2014, not longer GE NEG (the other two comp are)",,
1117,2480M95G01,BOOSTER SPLITTER,1,,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,12,4013731-140P01,Seamless,Frisa,Frisa,1=1,0,0,0,0,0,,," $4,275.00 "," $4,275.00 ",NPI, $-   , $-   ," $51,300.00 ",Leap,Yes,
1118,9977013-803G01,KIT - RINGS,,,Yes,44278-PARADIGM PRECISION - MEX                ,M&I,,75,9977009-510,Seamless,Frisa,Frisa,1=1,0,0,0,0,0,,, $868.20 , $850.83 ,Yes, $(17.37)," $(1,302.75)"," $63,812.25 ",,,
1119,2041M71P01,"SEAL, ROTATING,GP7200",,,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,GP7200,,115,2041M71P01,Seamless,Frisa,Frisa,1=1,10,0,0,I-718,B50TF15,,," $1,712.00 "," $1,677.00 ",Yes, $(35.00)," $(4,025.00)"," $192,855.00 ",,,
1120,2060M46P01,"CLEVIS,FWD MT",,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GP7200,,118,2060M46P01,Seamless,Frisa,Frisa,1=1,10,0,0,I-718,B50TF15,,," $1,897.00 "," $1,860.00 ",Yes, $(37.00)," $(4,366.00)"," $219,480.00 ",,,
1121,2475M00G02,CASE,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE-PASSPORT,,11,2475M01P01,Seamless,Frisa ,Frisa,1=1,0,0,0,0,0,,,  PP20  ,  PP20  ,NPI,#VALUE!,#VALUE!,#VALUE!,,Yes,
1122,L61437P01,COUPLING NUT,,,Yes,49162-JET INDUSTRIES                          ,LM,,175,L61437P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,, $687.73 , $687.73 ,Yes, $-   , $-   ," $120,352.75 ",,,
1123,9977014-128G01,SHROUD SUPPORT KIT,,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,0,,32,9977011-212P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $1,021.04 "," $1,021.04 ",Yes, $-   , $-   ," $32,673.28 ",,,
1124,2401M49P01,"DIFFUSER, OGV,CFM56",,,Yes,00763-TURBINE ENGINE COMPONENTS TEXTRON       ,CFM56-5/-7,,1336,1873M75,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $7,166.00 "," $7,166.00 ",Yes, $-   , $-   ," $9,573,776.00 ",,,
1125,2401M49P01,"DIFFUSER, OGV,CFM56",,,Yes,52361-GKN AEROSPACE - CINCINNATI INC          ,CFM56-5/-7,,1336,1873M75,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $7,166.00 "," $7,166.00 ",Yes, $-   , $-   ," $9,573,776.00 ",,,
1126,2521M40P02,FWD HANGAR CL Y,,,Yes,62413-BRITT AERO                              ,Leap-1B,,36,2521M40P01,Seamless,PCC,Carlton,#N/A,0,0,0,R-41,B50TF110 CL-D,,,#N/A,#N/A,N/A,#N/A,#N/A,#N/A,,Yes,
1127,2554M92P01,EXTENSION CASE,,,Yes,62589-CAPO INDUSTRIES INC                     ,GE-PASSPORT,,5,4013727-205P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $7,325.00 ",  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,Yes,
1128,5128T98G01,FAN AFT SHAFT,1,,Yes,21525-EDAC TECHNOLOGIES CORPORATION           ,CF6-6,,6,4077T68,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $8,150.00 "," $8,150.00 ",Yes, $-   , $-   ," $48,900.00 ","Per Brian Ward and Bob Lange, R/M is not actually negotiated, but F59 exists on the PO because GE provided the R/M pricing from Volvo when Volvo declined to quote the part.",,
1129,1805M11P03,BRUSH SEAL(GE90),,,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,GE90,,2,4013437-211P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,045.97 "," $2,985.05 ",Yes, $(60.92), $(121.84)," $5,970.10 ",,,
1130,6009T42P08,ROTOR SPOOL RR,,,Yes,64235-UNISON ENGINE COMPONENTS-ASHEVILLE      ,J85,,0,5127T05P03,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $10,735.00 "," $10,735.00 ",Yes, $-   , $-   , $-   ,Need to add to Carlton spreadsheet,,
1131,5114T50P01,"SHD, STG 1, F414",,,Yes,28138-ADOM ENGINEERING                        ,F414,,2154,5114T50P01,Seamless,PCC,Carlton,1=40,0,0,0,0,0,,, $8.21 , $8.05 ,Yes, $(0.16), $(344.64)," $17,339.70 ",,,
1132,5114T50P02,"SHD, STG 2, F414",,,Yes,28138-ADOM ENGINEERING                        ,F414,,260,5114T50P02,Seamless,PCC,Carlton,1=40,0,0,0,0,0,,, $8.21 , $8.05 ,Yes, $(0.16), $(41.60)," $2,093.00 ",,,
1133,1283M23G02,STG III SHROUD,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,F110,,9,1283M23,Seamless,PCC,CARLTON,1=12,0,0,0,0,0,,, $13.06 , $12.80 ,Yes, $(0.26), $(2.34), $115.20 ,,,
1134,6072T77P01,STG2 VANESHROU,,,Yes,61701-MOELLER MANUFACTURING                   ,F404,,500,6072T77P01,Seamless,PCC,Carlton,1=12,0,0,0,0,0,,, $22.50 , $22.05 ,Yes, $(0.45), $(225.00)," $11,025.00 ",,,
1135,4014M37G01,LM2500 HALF RING KIT,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,135,9295M30G05 ,Seamless,PCC,CARLTON,1=16,0,0,0,0,0,,, $25.45 , $24.94 ,Yes, $(0.51), $(68.85)," $3,366.90 ",,,
1136,4014M37G01,LM2500 HALF RING KIT,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,135,9295M30G06,Seamless,PCC,CARLTON,1=16,0,0,0,0,0,,, $25.45 , $24.94 ,Yes, $(0.51), $(68.85)," $3,366.90 ",,,
1137,4014M37G02,LM2500+ HALF RING KIT,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,311,9295M30G02,Seamless,PCC,CARLTON,1=16,0,0,0,0,0,,, $25.45 , $24.94 ,Yes, $(0.51), $(158.61)," $7,756.34 ",,,
1138,4014M37G02,LM2500+ HALF RING KIT,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,311,9295M30G06,Seamless,PCC,CARLTON,1=16,0,0,0,0,0,,, $25.45 , $24.94 ,Yes, $(0.51), $(158.61)," $7,756.34 ",,,
1139,1283M23G01,STG III SHROUD,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,F110,,72,1283M23FTP,Seamless,PCC,CARLTON,1=12,0,0,0,0,0,,, $13.32 , $12.80 ,Yes, $(0.52), $(37.44), $921.60 ,,,
1140,9379M41G05,SHROUD VANE STG 1,,,Yes,65585-NUMET MACHINING TECHNIQUES              ,CF6,,552,9379M41P02,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,, $36.29 , $35.57 ,Yes, $(0.72), $(397.44)," $19,634.64 ",,,
1141,4014M36G01,HALF RING KIT -LM2500,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,116,1333M65G02,Seamless,PCC,CARLTON,1=12,0,0,0,0,0,,, $38.65 , $37.88 ,Yes, $(0.77), $(89.32)," $4,394.08 ",,,
1142,4014M38G01,LM2500+ HALF RING KIT,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,304,1333M65G02 ,Seamless,PCC,CARLTON,1=12,0,0,0,0,0,,, $38.65 , $37.88 ,Yes, $(0.77), $(234.08)," $11,515.52 ",,,
1143,4014M36G01,HALF RING KIT -LM2500,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,116,1333M65G03,Seamless,PCC,CARLTON,1=12,0,0,0,0,0,,, $38.58 , $37.81 ,Yes, $(0.77), $(89.32)," $4,385.96 ",,,
1144,4014M38G01,LM2500+ HALF RING KIT,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,304,1333M65G03 ,Seamless,PCC,CARLTON,1=12,0,0,0,0,0,,, $38.58 , $37.81 ,Yes, $(0.77), $(234.08)," $11,494.24 ",,,
1145,2460M74P01,"BOLT COVER, FINS",,,Yes,11255-B&E TOOL                                ,GE-PASSPORT,,52,4013733-909P01,Seamless,PCC,Carlton,1=4,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,
1146,2462M57P01,"COVER, BOLT - S1N",,,Yes,11255-B&E TOOL                                ,GE-PASSPORT,,234,4013733-966P01,Seamless,PCC,Carlton,1=17,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,
1147,2483M13G01,2 BEARING SUPP,,,Yes,11255-B&E TOOL                                ,GE-PASSPORT,,12,2517M68P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,
1148,4014M36G01,HALF RING KIT -LM2500,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,116,1333M65G06,Seamless,PCC,CARLTON,1=12,0,0,0,0,0,,, $41.75 , $40.92 ,Yes, $(0.83), $(96.28)," $4,746.72 ",,,
1149,4014M36G01,HALF RING KIT -LM2500,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,116,1333M65G07,Seamless,PCC,CARLTON,1=12,0,0,0,0,0,,, $41.75 , $40.92 ,Yes, $(0.83), $(96.28)," $4,746.72 ",,,
1150,4014M38G01,LM2500+ HALF RING KIT,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,304,1333M65G06 ,Seamless,PCC,CARLTON,1=12,0,0,0,0,0,,, $41.75 , $40.92 ,Yes, $(0.83), $(252.32)," $12,439.68 ",,,
1151,4014M38G01,LM2500+ HALF RING KIT,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,304,1333M65G07,Seamless,PCC,CARLTON,1=12,0,0,0,0,0,,, $41.75 , $40.92 ,Yes, $(0.83), $(252.32)," $12,439.68 ",,,
1152,5114T51P04,SHROUD,,,Yes,28138-ADOM ENGINEERING                        ,F414,,0,5114T51,Seamless,PCC,Carlton,1=40,0,0,0,0,0,,, $50.04 , $49.04 ,Yes, $(1.00), $-   , $-   ,,,
1153,5114T51P03,SHROUD,,,Yes,28138-ADOM ENGINEERING                        ,F414,,0,5114T51,Seamless,PCC,Carlton,1=40,0,0,0,0,0,,, $50.04 , $49.04 ,Yes, $(1.00), $-   , $-   ,,,
1154,5114T51P02,"SHROUD, F414",,,Yes,28138-ADOM ENGINEERING                        ,F414,,862,5114T51P02,Seamless,PCC,Carlton,1=40,0,0,0,0,0,,, $50.04 , $49.04 ,Yes, $(1.00), $(862.00)," $42,272.48 ",,,
1155,5114T51P01,"SHROUD, F414",,,Yes,28138-ADOM ENGINEERING                        ,F414,,1711,5114T51P01,Seamless,PCC,Carlton,1=40,0,0,0,0,0,,, $50.04 , $49.04 ,Yes, $(1.00)," $(1,711.00)"," $83,907.44 ",,,
1156,4001M72G01,HPCS RING KIT (CF6/M&ID),2,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF6-80C/A300,,106,9295M30G05,Seamless,PCC,CARLTON,1=16,0,0,0,0,0,,, $50.90 , $49.88 ,Yes, $(1.02), $(108.12)," $5,287.28 ",,,
1157,4001M72G01,HPCS RING KIT (CF6/M&ID),2,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF6-80C/A300,,106,9295M30G06,Seamless,PCC,CARLTON,1=16,0,0,0,0,0,,, $50.90 , $49.88 ,Yes, $(1.02), $(108.12)," $5,287.28 ",,,
1158,4014M36G01,HALF RING KIT -LM2500,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,116,1333M65G01 ,Seamless,PCC,CARLTON,1=12,0,0,0,0,0,,, $63.51 , $62.24 ,Yes, $(1.27), $(147.32)," $7,219.84 ",,,
1159,9379M41G10,"SHROUD,S1 VANE",,,Yes,65585-NUMET MACHINING TECHNIQUES              ,LMS100,,35,TF-9379M41P01/P02,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,, $72.59 , $71.13 ,Yes, $(1.46), $(51.10)," $2,489.55 ",,,
1160,4001M71G01,HPCS RING SEG KIT (CF6/M&ID),,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF6-6,,152,1333M65G03,Seamless,PCC,CARLTON,1=6,0,0,0,0,0,,, $77.16 , $75.62 ,Yes, $(1.54), $(234.08)," $11,494.24 ",,,
