Item #,LTA,Site,2011 Defla-tion,2012 Defla-tion,2013 Defla-tion,2014 Defla-tion,2015 Defla-tion,2016 Defla-tion,2017 Defla-tion,Alloy Family,Alloy,Spec,Billet Dia.,Engine Program,GE P/N,Forging P/N,FR Site P/N,Alternate P/N,Nomenclature,Machining Source #1,Machining Source #2,Machining Source #3,Singles per Sleeve,Segments per Single, 2011 Price per Part ,2012 Price per Part,2013 Price per Part,2014 Price per Part,2015 Price per Part,2016 Price per Part,2017 Price per Part,Comments
B112,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,A286R,C50TF78B,4,T58,5127T09P01,5127T09P01,1213128,5127T09 P01 REV. A,,Paradigm-MA,,,,, $919 ,$919.00,$914.41,$896.12,$878.19,$860.63,$843.42,
B113,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,4340,AMS 6415,4,CFM56,9542M68P02,9542M68P02,890413010,9542M68 P02,,Jet Industries,,,,, $73 ,$73.00,$72.64,$71.18,$69.76,$68.36,$67.00,
B114,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,3,LM2500,9671M32P06 / P07,9650HH56107,1214354,9650HH56107 (9671M32P06/P07),,AIDC,,,,, $315 ,$315.00,$303.98,$297.90,$291.94,$286.10,$280.38,
B115,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,A286,AMS 5732,3,F110,9911M68P03,9911M68P03,871203852,,,APPI,Moeller,,,, $180 ,$180.00,$179.10,$175.52,$172.01,$168.57,$165.20,
B116,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HS188,AMS 5772,8,GEnx-1B/2B,2255M81P07,2255M81P07,1215361,D2255M81P07,,UEC-TH,,,1,," $5,943 ","$5,943.00","$5,735.00","$5,620.30","$5,507.89","$5,397.73","$5,289.78",Addded in 2012 100% market share 
B118,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx,2370M26,T100014,1214620,T100014-01  REV. B,,TEI,,,,, $905 ,$905.00,$900.48,$882.47,$864.82,$847.52,$830.57,TEI COS different than Limin-finished size larger and requires rough machining
B119,2014 Ext.,FMI,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2219,AMS 4143,6,CF34-10A,2028M91P01 / P02,2028M91P01 / P02,,,,UEC-WB,,,,, $100 ,$100.00,$99.50,$97.51,$95.56,$93.65,$91.78,
B120,2014 Ext.,FMI,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,6,LM2500,L24293P01,L24293P01,,,,Moeller,,,,, $252 ,$251.76,$250.50,$245.49,$240.58,$235.77,$231.06,
B121,2014 Ext.,FMI,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HS188,B50TF74,10,LM6000,4013507-402,4013507-402, D4013507-402,,,UEC-TH,,,,," $21,270 ","$22,582.00","$22,582.00","$22,130.36","$21,687.75","$21,254.00","$20,828.92",0% deflation thru 2013
B122,2014 Ext.,FMI,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HS188,B50TF74,10,LM6000,4013507-401,4013507-401, D4013507-401,,,UEC-TH,,,,," $19,415 ","$20,701.00","$20,701.00","$20,286.98","$19,881.24","$19,483.62","$19,093.94",0% deflation thru 2013
B123,2014 Ext.,FMI,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,C50TF6,4,CF6-80C2,4013518-550P02,4013518-550P02,4013518-550P02,,,GE Aviation,,,,," $1,074 ","$1,074.00","$1,036.41","$1,015.68",$995.37,$975.46,$955.95,
B124,2014 Ext.,FMI,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,6061,AMS 4127,8,CF6-80,9662M42P04,9662M42P04,9662M42P04 REV N,,,Numet,,,,, $144 ,$144.00,$143.28,$140.41,$137.61,$134.85,$132.16,
B125,2014 Ext.,FMI,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,4340VAR,AMS 6414,6,CFM56-7,9542M62P02,9542M62P02,PN3 9542M62-P02,,,WGI,,,,, $399 ,$398.58,$396.59,$388.65,$380.88,$373.26,$365.80,
B126,2014 Ext.,FMI,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,8,CFM56-2,9527M70P03,9527M70P03,9527M70P03,,,Demusz,,,1,," $8,208 ","$8,208.00","$7,920.72","$7,762.31","$7,607.06","$7,454.92","$7,305.82",
B127,2014 Ext.,SFC,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,C50TF6,8,CF34-10,2070M73,4013522-323P02,4013522-323P02,,,Shenyang Liming,,,1,," $3,549 ","$3,549.00","$3,424.79","$3,356.29","$3,289.16","$3,223.38","$3,158.91",
B128,2014 Ext.,SFC,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-2-4-2,AMS 4976,6,F414,5128T95P01,5128T95P01,5128T95P01,,,GE Aviation,,,,,#REF!,#REF!,"$5,174.00","$5,072.00","$4,970.56","$4,871.15","$4,773.73",Added 2009-reference quote# 83706
B129,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,X750,AMS 5668,6,GEnx,1847M48P01,1847M48P01,,,,Jet Industries,,,1=5,," $1,667 ","$1,667.00","$1,608.66","$1,576.48","$1,544.95","$1,514.05","$1,483.77",Supplied as a 1=5 sleeve
B130,NX,SFC,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,12,GEnx-1B/2B,4013522-436P04,4013522-436P04,,,,GE Aviation,FAST,,1,," $30,676 ","$30,676.00","$30,676.00","$30,062.48","$29,461.23","$28,872.01","$28,294.57",Change in COS to add cost of stress relieve
B131,2014 Ext.,SFC,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718+,C50TF128,12,GEnx-1B/2B,4013522-436P05,4013522-436P05,,,,GE Aviation,FAST,,1,," $29,913 ","$29,913.00","$29,913.00","$29,314.74","$28,728.45","$28,153.88","$27,590.80",
B132,2014 Ext.,FRV,0.00%,-1.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-2-4-2,AMS 4976,13,GE90-94B,1953M80G03/4005M54G05,F1953M80-2,,,,UEC-TH,,,,," $5,532 ","$5,477.16","$5,477.16","$5,367.61","$5,260.26","$5,155.05","$5,051.95","No deflation through 2013, made as a 1=5, sell as parted singles"
B133,2014 Ext.,FMI,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,M250,B50TF95,6,GE90-115B,2041M48G02,P2A3701-99,,,Ball,PSI,TEI,,1,1," $2,395 ","$2,395.00","$2,383.03","$2,335.36","$2,288.66","$2,242.88","$2,198.03",
B135,2014 Ext.,SFC,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718TM,C50TF104,8,F110,9528M79P03,9528M79P03,9528M79P03FRG,,,Paradigm-MA,Numet,,2,1," $3,927 ","$3,927.00","$3,789.56","$3,713.76","$3,639.49","$3,566.70","$3,495.36","Made as a 1=2 sleeve, price is for parted singles"
B136,2014 Ext.,FMI,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HS188,AMS 5772,6,CF34,17A190-341P01,17A190-341P01,,,,Paradigm-MA,,,,," $4,583 ","$4,583.00","$4,422.60","$4,334.14","$4,247.46","$4,162.51","$4,079.26",
B137,2014 Ext.,SFC,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,7075,AMS 4311,23.5,GEnx,2428M01P02,2428M01P02,2428M01P02-FORG,,,Jet Products,,,1,," $1,922 ","$1,922.00","$1,912.39","$1,874.14","$1,836.66","$1,799.93","$1,763.93","Sold as parted singles, made as a 1=5 sleeve, replaces B039"
B138,2014 Ext.,SFC,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,7075,AMS 4311,23.5,GEnx,2428M02P02,2428M02P02,2428M02P02-FORG,,,Jet Products,,,1,," $1,922 ","$1,922.00","$1,912.39","$1,874.14","$1,836.66","$1,799.93","$1,763.93","Sold as parted singles, made as a 1=5 sleeve, replaces B040"
B139,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,M152,C50TF68B,8,GEnx-1B/2B,2303M43P02 / P06,2303M43P02 / P06,,GE-2303M43P02-P06,,UEC-WB,,,2,1, $635 ,$635.00,$620.00,$607.60,$595.45,$583.54,$571.87,"Made as a 1=2, sold as parted singles"
B140,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,M152,C50TF68B,8,GEnx-1B/2B,2303M44P02 / P07,2303M44P02 / P07,,GE-2303M44P02-P07,,UEC-WB,,,2,1, $598 ,$603.00,$603.00,$590.94,$579.12,$567.54,$556.19,"Made as a 1=2, sold as parted singles"
B141,2014 Ext.,FMI,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2219T851,AMS 4144 (T851),14.25,HF120,4013706-948P01,4013706-948P01,,,"Case, Fan",Parkway Products,,,1,,,$860.00,$856.00,$838.88,$822.10,$805.66,$789.55,
B143,2014 Ext.,SFC,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,15-5PH,AMS 5659,14,GE90-115B,2449M71G01,4013700-154P02,,,#1 Bearing Support,FAST,Shenyang Liming,,,,,,"$11,049.00","$10,828.02","$10,611.46","$10,399.23","$10,191.25",Replaces 4013436-855; change in material
B144,2014 Ext.,FMI,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,I718,B50TF15D,10,LM6000,4013507-403,4013507-403,D4013507-403,,Baffle Panel-Outer,UEC-TH,,,,,,"$3,625.00","$3,625.00","$3,552.50","$3,481.45","$3,411.82","$3,343.58","Made as 1=2, sold as parted singles; 0% deflation thru 2013"
B145,2014 Ext.,FMI,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Ni,HAST X,B50TF31A,4.25,T700,17A148-346P01,17A148-346P01,,,Inner Shell,GE,Paradigm Tempe,UEC-WB,1,,,$572.00,$572.00,$572.00,$572.00,$572.00,$572.00,0% deflation thru 2017
N01,NX,FRV,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4 ROT,C50TF12D,12,GEnx-2B,2335M97P02,2335M97P02,,T020250-01,Flowpath Spacer,TEI,,,,," $13,083 ","$13,083.30","$13,083.30","$12,821.63","$12,565.20","$12,313.90","$12,067.62","Per Genx MOA, 0% deflation in 2013; GEnx-2B Flowpath Spacer, switched to composite Jan  '13"
N02,NX,FRM,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,783,AMS 5490,8,GEnx-1B/2B,2303M26P02,2303M26P02,1212723,4013536-253P01,,Paradigm,,,,," $2,461 ","$2,461.39","$2,461.39","$2,412.16","$2,363.92","$2,316.64","$2,270.31","Per Genx MOA, 0% deflation in 2013; FOS - ref 4013536-253P01"
N03,NX,FRM,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Ni,783,AMS 5490,8,GEnx-1B/2B,2303M17G04 / G05,2303M17P01-item 3,1212757,4013536-252P01,CDP Seal,Paradigm,,,2,," $2,180 ","$2,179.73","$2,179.73","$2,180.00","$2,180.00","$2,180.00","$2,180.00","Per Genx MOA, 0% deflation in 2013; 0% deflation thru 2017 for pricing correction; make as 1=2 sleeve, sell as single. Sleeve price $4360 "
N04,NX,SFC,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,St,M152,C50TF68B,12,GEnx-1B/2B,GN-GL-1W-02P01,GN-GL-1W-02P01,,,,,,,,," $1,716 ","$1,715.58","$1,715.58","$1,681.27","$1,647.64","$1,614.69","$1,582.40","Per Genx MOA, 0% deflation in 2013; Stage 3/4 Shroud"
N05,NX,FRM,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,X750,B50T1232,6,GEnx-1B/2B,2305M44P01,2305M44P01,,,,,,,,, $304 ,$303.95,$303.95,$297.87,$291.91,$286.07,$280.35,"Per Genx MOA, 0% deflation in 2013; Damper Ring"
N06,NX,SFC,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,14,GEnx-1B/2B,2304M96P01,4013522-437P02,,,Turbine Center Frame,MTU,Paradigm,,,," $26,685 ","$26,685.40","$26,685.40","$26,151.69","$25,628.65","$25,116.08","$24,613.76",Removed from GEnx MOA-MTU now owns part-chg'd COS
N07,NX,SFC,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,WASP R,C50TF90,14,GEnx-1B/2B,2303M23,2303M23,,V21B18006,,MHI,,,,," $31,999 ","$31,998.92","$31,998.92","$31,358.94","$30,731.76","$30,117.12","$29,514.78","Per Genx MOA, 0% deflation in 2013; Combustion Case"
N09,NX,SFC,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,9.5,GEnx-1B/2B,2303M22,2303M22,,4013526-248P01,,Paradigm,,,,," $18,932 ","$18,932.23","$18,932.23","$18,553.58","$18,182.51","$17,818.86","$17,462.49","Per Genx MOA, 0% deflation in 2013; FINS - ref. 4013536-248P01/Going to casting-will become obsolete"
N10,NX,FRM,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,GTD222,B50TF279,10,GEnx-1B/2B,2303M26P01,2303M26P01,,4013536-249P01,,Paradigm,,,,," $3,991 ","$3,991.14","$3,991.14","$3,911.32","$3,833.09","$3,756.43","$3,681.30","Per Genx MOA, 0% deflation in 2013; FOS, Ref. 4013536-249P01"
N11,NX,FRV,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4 ROT,C50TF12D,12,GEnx-1B,2302M37P02,2302M37P02,,T020258-01,Flowpath Spacer,TEI,,,,," $14,470 ","$14,469.86","$14,469.86","$14,180.46","$13,896.85","$13,618.91","$13,346.54","Per Genx MOA, 0% deflation in 2013; GEnx-1B Flowpath Spacer"
N12,NX,SFC,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,9.5,GEnx-1B/2B,NA,4013536-285P01,,,,Samsung,,,,," $3,843 ","$3,842.87","$3,842.87","$3,766.01","$3,690.69","$3,616.87","$3,544.54","Per Genx MOA, 0% deflation in 2013; Aft Stationary HPC Seal"
N13,NX,SFC,NA,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,12,GEnx-1B/2B,2302M90G04,4013522-436P03,,,,GE Aviation,FAST,,,," $30,319 ","$30,319.00","$30,319.00","$29,712.62","$29,118.37","$28,536.00","$27,965.28","Per Genx MOA, 0% deflation in 2013; HPT Case, with USI and Machining"
N14,NX,SFC,-2.25%,-2.25%,-2.25%,-2.00%,-2.00%,-2.00%,-2.00%,Ni 718+,718+,B50TF317,Ingot,GE90-115B,2082M85G02,4013522-438P02,,VOLS:10098194,,GE Aviation,Volvo,,,," $72,974 ","$71,332.36","$69,727.39","$68,332.84","$66,966.18","$65,626.86","$64,314.32","no Ni rebate, replaced by P04"
N15,NX,SFC,-2.25%,-2.25%,-2.25%,-2.00%,-2.00%,-2.00%,-2.00%,Ni 718+,718+,B50TF317,Ingot,GE90-115B,2082M85G02,4013522-438P04,,VOLS:10146628,,GE Aviation,Volvo,,,," $70,442 ","$70,442.00","$67,253.00","$65,907.94","$64,589.78","$63,297.99","$62,032.03","Will replace N15, Cost Reduction Project-1st 40 pcs reflected in 2011 price"
N16,NX,FRV,NA,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,12,GEnx-2B,2337M24/4013536-329P01,4013536-329P01,,,#1 Bearing Support,FAST,,,,," $14,428 ","$14,346.00","$14,265.00","$13,979.70","$13,700.11","$13,426.10","$13,157.58",Deflation and metal scheme per MoA Addendum
N17,NX,FRV,NA,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,12,GEnx-1B,4013703-931P01,4013703-931P01,,,#1 Bearing Support,FAST,TEI,,,," $15,750 ","$15,750.00","$15,671.25","$15,357.83","$15,050.67","$14,749.66","$14,454.66",Deflation and metal scheme per MoA Addendum
N395,NX,SFC,-2.25%,-2.25%,-2.25%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,WASP,AMS 5707,Ingot,GE90-94B,4013382-898P01,4013382-898P01,,,LPT Case,GE Aviation,,,,," $96,320 ","$96,320.00","$96,320.00","$94,393.60","$92,505.73","$90,655.61","$88,842.50",
X003,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HS188,AMS 5772,10,GEnx-1B/2B,2255M81P0501,2255M81P0501,D2255M81P0501,D2255M81P0501,,UEC-TH,Integrity EDM,,0,," $2,588 ","$2,588.00","$2,497.42","$2,447.47","$2,398.52","$2,350.55","$2,303.54",Part is obsolete - replaced by D2258M81P07
X017,2014 Ext.,FRC,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,8,GEnx-1B/2B,2321M91G04,2321M91G04,2321M91G04*,2321M91-FORG,,SAM,,,6,," $3,245 ","$3,245.00","$3,115.20","$3,052.90","$2,991.84","$2,932.00","$2,873.36",Sold as 1=6 sleeve; on Frisa LTA thru 2013
X018,2014 Ext.,FRC,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,10,GEnx-1B/2B,2321M92G04,2321M92G04,2321M92G04*,2321M92-FORG,,SAM,,,6,," $3,164 ","$3,164.00","$3,037.44","$2,976.69","$2,917.16","$2,858.81","$2,801.64",Sold as 1=6 sleeve; on Frisa LTA thru 2013
X019,2014 Ext.,FRC,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,8,GEnx-1B/2B,2321M93G04,2321M93G04,2321M93G04*,2321M93-FORG,,SAM,,,6,," $3,534 ","$3,534.00","$3,392.64","$3,324.79","$3,258.29","$3,193.13","$3,129.26",Sold as 1=6 sleeve; on Frisa LTA thru 2013
X020,2014 Ext.,FRC,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,8,GEnx-1B/2B,2321M94G04,2321M94G04,2321M94G04*,2321M94-FORG,,SAM,,,6,," $3,791 ","$3,791.00","$3,639.36","$3,566.57","$3,495.24","$3,425.34","$3,356.83",Sold as 1=6 sleeve; on Frisa LTA thru 2013
X021,Base - < Feb 08,SFC,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,18,F136,4013495-436,4013495-436P01,,,,GE Aviation,,,,," $53,510 ","$51,369.33","$49,314.56","$48,328.27","$47,361.70","$46,414.47","$45,486.18",Added on 10/30/2007-Program Terminated
X027,2014 Ext.,FMI,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,-2.00%,Al,7075,AMS 4311,19.5,GEnx,2264M85,2264M85,,,,B&F,,,1,," $4,573 ","$4,573.00","$4,481.54","$4,391.91","$4,304.07","$4,217.99","$4,133.63",replaced by PN 2491M63G01
X047,2014 Ext.,SFC,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,9.5,GEnx,T020249-01,T020249-01,,,,TEI,,,1,," $6,036 ","$6,036.00","$5,824.74","$5,708.25","$5,594.08","$5,482.20","$5,372.55",
X050,2014 Ext.,FMI,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HS188,AMS 5772,10,GEnx,2255M83P01,2255M83P01,D2255M83P01,D2255M83P01,,UEC-TH,Integrity EDM,,1,," $10,059 ","$10,059.00","$9,706.94","$9,512.80","$9,322.54","$9,136.09","$8,953.37",Obsolete-replaced by new machined forging PN D2258M78-2C
X060,Base - > Feb 08,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,12,F136,2133M67P01,2133M67P01,,,,GE Aviation,,,,," $8,781 ","$8,473.22","$8,176.65","$8,013.12","$7,852.86","$7,695.80","$7,541.88",Added to LTA-Program Terminated
X064,2014 Ext.,FRV,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,12,GEnx,2302M36P02,2302M36P02,,,,TEI,XAE,,1,," $4,159 ","$4,159.00","$3,992.64","$3,912.79","$3,834.53","$3,757.84","$3,682.68","Sold as parted singles, made as a 1=3 sleeve"
X072,2014 Ext.,FMI,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,9.5,GEnx,2304M34P03,2304M34P03,,,,TEI,XAE,,1,," $4,117 ","$4,117.00","$3,972.91","$3,893.45","$3,815.58","$3,739.27","$3,664.48","Sold as parted singles, made as a 1=2"
X082,2014 Ext.,FRC,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,8,GEnx-1B/2B,2327M11G04,2327M11G04,,2327M11G04*,,SAM,,,6,," $2,865 ","$2,865.00","$2,750.40","$2,695.39","$2,641.48","$2,588.65","$2,536.88",Sold as 1=6 sleeve; on Frisa LTA thru 2013
X083,2014 Ext.,FRC,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,8,GEnx-1B/2B,2327M12G04,2327M12G04,,2327M12G04*,,SAM,,,6,," $3,576 ","$3,576.00","$3,432.96","$3,364.30","$3,297.01","$3,231.07","$3,166.45",Sold as 1=6 sleeve; on Frisa LTA thru 2013
X107,Base - > Feb 08,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,3,GEnx-1B,2305M13P03,2305M13P03,,,,AIDC,Ketema,,,, $758 ,$731.01,$705.43,$691.32,$677.49,$663.94,$650.66,replaced by PN 2264M30P01/P02 (G01)
X108,Base - > Feb 08,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,3,GEnx-1B,2305M13P01,2305M13P01,,,,AIDC,Ketema,,,, $523 ,$504.72,$487.06,$477.32,$467.77,$458.42,$449.25,replaced by PN 2264M30P01/P02 (G01)
X1150,Base - 2,FRM,-0.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,St,17.4PH,AMS 5643,3,NA,9989M47P03,9989M47P03,,,,Barnes APEX,,,,, Inactive ,,,,,,,
X117,Base - UEC,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,625,AMS 5666,6,F136,"2027M49G01, 2027M69G01",D2027M69P01,,,,UEC-TH,,,,," $1,185 ","$1,143.54","$1,103.52","$1,081.45","$1,059.82","$1,038.62","$1,017.85",Program Terminated-processed termination chgs 2012
X117,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST X,AMS 5754,10,LM2500,9051M64-201,9051M64-201,,D9051M64-201  REV N/C,,UEC-TH,,,,," $1,729 ","$1,729.00","$1,668.49","$1,635.12","$1,602.41","$1,570.36","$1,538.96",On MountainTop LTA/Can be back up source if needed 
X1178,Base - 2,FRM,-0.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,St,17.4PH,AMS 5643,6,NA,9374M12P01,9374M12P01,1207505,,,Turbomecanica,,,,, Inactive ,,,,,,,DO NOT USE see line 692
X118,Base - UEC,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,9.5,F136,"2027M12G04, 2430M25G01",D2027M82P07,,,,UEC-TH,,,,," $5,124 ","$4,944.80","$4,771.74","$4,676.30","$4,582.78","$4,491.12","$4,401.30",Program Terminated-processed termination chgs 2012
X119,Base - UEC,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,9.5,F136,"2027M46G01, 2027M66G01",D2027M66P01,,,,UEC-TH,,,,," $2,992 ","$2,992.00","$2,887.28","$2,829.53","$2,772.94","$2,717.48","$2,663.14",No deflation through 2013-Program Terminated-processed termination chgs 2012
X121,Base - UEC,FRV,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-2-4-2,B50TF22A,14,F136,2132M15G06,D2132M14P02,,,,UEC-TH,,,,," $14,790 ","$14,198.87","$13,630.92","$13,358.30","$13,091.13","$12,829.31","$12,572.72",Program Terminated-processed termination chgs 2012
X2000,Base - Aug 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx,4013536-326P01,N/A,,,"Aft, HPT Stationary Seal",General Tool,UEC-WB,Steel Tool,,, $902 ,$897.17,$892.68,$874.83,$857.33,$840.19,$823.38,Part of TCF Assy which is owned by MTU (Revenue Share)-new COS being made by SFC-PN 1GN3201RT02
X2019,Base - Aug 08,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF75,9.5,F136,2027M82G01,D2027M82P01,,,,UEC-TH,,,,," $4,942 ","$4,769.19","$4,602.27","$4,510.23","$4,420.02","$4,331.62","$4,244.99",Program Terminated-processed termination chgs 2012
X211,Base - 1,SFC,-3.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Ni,718,B50TF15,8,CF6,1814M24P01,SEE 1024,,,,Kerns,,,,, Inactive ,,,,,,,"Do not use, see Item 1024"
X212,Base - 1,FRM,-3.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Ni,718,B50TF15,8,CF6,1814M24P02,SEE 1025,,,,Kerns,,,,, Inactive ,,,,,,,"Do not use, see Item 1025"
X294,Base - 1,SFC,-3.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Ni,909,C50TF95,6,GE90-94B,2061M13P01,2061M13P01,,,,MTU-AENA,,,,, Inactive ,,,,,,,"Do not use, see Item 319"
X312,Base - 1,SFC,-3.50%,-3.50%,-3.50%,0.00%,0.00%,0.00%,0.00%,Ni,R41,B50TF110,9.5,GE90-115B,2082M24G05,4013436-814P01,,,,UEC-WB,Barnes,FAST,,,,,$0.00,,,,,"Replaced by Item A011, BTF Project"
X313,Base - 2,FMI,-0.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Al,2219,AMS 4143,19.5,GE90-115B,4005M36G02 / 2082M33G03 / G04,2082M33G03 / G04,,,,B&F,Gros-ite,,,, Inactive ,,,,,,,Do not use
