Part Number,Nomenclature,Qty/Parent,Parent PN,Qty/Grand_Parent,Parent Nomen,QPE
5033T02P03,"SUPPORT,SHROUD",1,6027T12G19,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G19,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G19,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G19,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G19,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G19,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G19,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G19,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G20,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G20,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G20,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G20,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G20,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G20,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G20,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G20,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G21,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G21,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G21,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G21,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G21,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G21,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G21,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G21,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G22,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G22,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G22,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G22,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G22,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G22,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G22,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G22,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G23,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G23,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G23,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G23,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G23,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G23,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G23,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G23,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G24,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G24,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G24,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G24,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G24,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G24,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G24,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G24,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G25,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G25,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G25,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G25,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G25,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G25,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G25,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G25,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G26,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G26,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G26,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G26,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G26,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G26,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G26,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G26,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G27,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G27,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G27,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G27,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G27,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G27,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G27,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G27,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G28,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G28,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G28,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G28,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G28,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G28,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G28,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G28,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G29,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G29,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G29,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G29,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G29,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G29,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G29,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G29,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G30,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G30,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G30,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G30,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G30,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G30,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G30,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G30,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G31,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G31,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G31,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G31,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G31,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G31,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G31,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G31,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G32,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G32,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G32,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G32,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G32,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G32,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G32,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G32,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G33,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G33,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G33,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G33,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G33,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G33,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G33,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G33,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G34,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G34,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G34,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G34,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G34,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G34,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G34,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G34,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G35,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G35,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G35,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G35,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G35,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G35,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G35,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",1,6027T12G35,1,"STATOR,COMPR",1
5033T02P03,"SUPPORT,SHROUD",8,6084T13G01,1,STATOR ASSY-CPR,8
5033T02P03,"SUPPORT,SHROUD",8,6084T13G02,1,STATOR ASSY-CPR,8
5033T02P03,"SUPPORT,SHROUD",8,6084T13G03,1,STATOR ASSY-CPR,8
5033T02P03,"SUPPORT,SHROUD",8,6084T13G04,1,STATOR ASSY-CPR,8
5033T02P03,"SUPPORT,SHROUD",8,6084T13G05,1,STATOR ASSY-CPR,8
5033T02P03,"SUPPORT,SHROUD",8,6084T13G06,1,STATOR ASSY-CPR,8
5033T02P03,"SUPPORT,SHROUD",8,6084T13G07,1,STATOR ASSY-CPR,8
5033T02P03,"SUPPORT,SHROUD",8,6084T13G08,1,STATOR ASSY-CPR,8
5033T02P03,"SUPPORT,SHROUD",8,6084T13G09,1,STATOR ASSY-CPR,8
5033T02P03,"SUPPORT,SHROUD",8,6084T13G10,1,STATOR ASSY-CPR,8
5033T02P03,"SUPPORT,SHROUD",8,6084T13G11,1,STATOR ASSY-CPR,8
5033T02P03,"SUPPORT,SHROUD",1,L41101G01,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G01,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G01,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G01,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G01,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G01,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G01,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G01,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G02,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G02,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G02,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G02,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G02,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G02,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G02,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G02,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G03,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G03,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G03,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G03,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G03,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G03,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G03,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G03,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G04,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G04,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G04,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G04,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G04,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G04,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G04,1,"STATOR, COMP",1
5033T02P03,"SUPPORT,SHROUD",1,L41101G04,1,"STATOR, COMP",1
5033T02P04,"SUPPORT,SHROUD",4,1935T51G01,1,KIT,4
5033T02P04,"SUPPORT,SHROUD",4,1935T51G02,1,KIT,4
5033T02P04,"SUPPORT,SHROUD",4,1944T37G01,1,HPC MODULE KIT,4
5033T02P04,"SUPPORT,SHROUD",1,6027T12G02,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G02,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G02,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G02,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G03,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G03,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G03,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G03,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G04,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G04,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G04,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G04,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G05,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G05,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G05,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G05,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G06,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G06,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G06,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G06,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G07,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G07,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G07,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G07,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G08,1,ASSY,1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G08,1,ASSY,1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G08,1,ASSY,1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G08,1,ASSY,1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G09,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G09,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G09,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G09,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G10,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G10,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G10,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G10,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G11,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G11,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G11,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G11,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G12,1,ASSY,1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G12,1,ASSY,1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G12,1,ASSY,1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G12,1,ASSY,1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G13,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G13,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G13,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G13,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G14,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G14,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G14,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G14,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G15,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G15,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G15,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G15,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G16,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G16,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G16,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G16,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G17,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G17,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G17,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G17,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G18,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G18,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G18,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G18,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G19,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G19,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G19,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G19,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G20,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G20,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G20,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G20,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G21,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G21,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G21,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G21,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G22,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G22,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G22,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G22,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G23,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G23,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G23,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G23,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G24,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G24,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G24,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G24,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G25,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G25,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G25,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G25,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G26,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G26,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G26,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G26,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G27,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G27,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G27,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G27,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G28,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G28,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G28,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G28,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G29,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G29,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G29,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G29,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G30,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G30,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G30,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G30,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G31,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G31,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G31,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G31,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G32,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G32,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G32,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G32,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G33,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G33,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G33,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G33,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G34,1,"STATOR,COMPR",1
5033T02P04,"SUPPORT,SHROUD",1,6027T12G34,1,"STATOR,COMPR",1
