Finish Machine Supplier,Supplier Code,Identify if current or newly awarded part,GE Ordered Part Number  ie; Finish Machine Part #/Kit # Assembly#,Engine Program,"If Kit/Assembly,  Finish Part # that goes into Kit",# of Parts per Kit,Raw Material Part Number,Raw Material Source,Plant, 2016 Raw Material Price on a per unit part basis , 2016 Total price paid to R/M Source ie; sleeve price ,Yield (sleeve to unit ratio),"R/M Classification IE; Closed Die Forging, Seamless Ring, Flash Welded Ring","Material Type; IN718, Titanium, Rene,",Dimensions of Part ordered from Forger or reference sketch #,"State any operations performed by forger ie; Heat Treat, Parting, Machining, etc.",,QPA,QPE,Billet Diameter,Weight ,Weight Type,ID
Numet,65585,Current,9379M41G05,CF6/LM6000,4001M69G01,,TF-9379M41P01/P02,PCC,Carlton, $95.00 , $95.00 ,4,SEAMLESS,ALUMINUM,15.24 X 12.54 X .821,HEAT TREAT,,,,,,,
Numet,65585,NEW,9379M41G09,CF6/LM6000,,,TF-9379M41P01/P02,PCC,Carlton, $95.00 , $95.00 ,4,SEAMLESS,ALUMINUM,15.24 X 12.54 X .821,HEAT TREAT,,,,,,,
Numet,65585,Current,9379M41G10,CF6/LM6000,,,TF-9379M41P01/P02,PCC,Carlton, $95.00 , $95.00 ,4,SEAMLESS,ALUMINUM,15.24 X 12.54 X .821,HEAT TREAT,,,,,,,
Numet,65585,Current,9379M42G04,CF6/LM6000,4001M69G01,,TF-9379M42P01/P02,Alcoa,Fontana, $69.00 , $414.00 ,6,SEAMLESS,ALUMINUM,17.19 X 14.06 X 6.63,HEAT TREAT,,,,,,,
Numet,65585,NEW,9379M42G07,CF6/LM6000,,,TF-9379M42P01/P02,Alcoa,Fontana, $69.00 , $414.00 ,6,SEAMLESS,ALUMINUM,17.19 X 14.06 X 6.63,HEAT TREAT,,,,,,,
Numet,65585,Current,9502M47P01,F110,,,TF-9502M47P01,Alcoa,Rochester, $22.67 , $68.00 ,3,SEAMLESS,410 SST,7.58 X 7.19 X .700,HEAT TREAT,,,,,,,
Numet,65585,Current,9526M80G01,F101,,,12941,Alcoa,Fontana," $4,742.00 "," $4,742.00 ",1,SEAMLESS,RENE 41,SHAPE,HEAT TREAT,,,,,,,
Numet,65585,Current,9527M71P02,F101,,,TF-9527M71P02,PCC,Carlton," $1,100.00 "," $1,100.00 ",1,SEAMLESS,718,22.605 X 19.99 X .76,HEAT TREAT,,,,,,,
Numet,65585,Current,9531M94P02,F110,,,C07561,PCC,MTTP, $605.63 , $605.63 ,1,FBW,718,SHAPE,HEAT TREAT,,,,,,,
Numet,65585,Current,9977010-076P01,F404,,,C08323-A,PCC,MTTP, $497.53 , $497.53 ,1,FBW,718,SHAPE,HEAT TREAT,,,,,,,
Numet,65585,Current,9977010-261P01,F404,,,C53015,PCC,MTTP, $633.53 , $633.53 ,1,FBW,TITANIUM,SHAPE,HEAT TREAT,,,,,,,
Numet,65585,Current,9977010-264P01,F404,,,C53014,PCC,MTTP, $629.77 , $629.77 ,1,FBW,TITANIUM,SHAPE,HEAT TREAT,,,,,,,
Numet,65585,Current,9977010-378P02,F404,,,9977003-317P108,PCC,Carlton, $859.00 , $859.00 ,1,SEAMLESS,INCO 909,15.57 X 12.45 X 1.5,HEAT TREAT,,,,,,,
Numet,65585,Current,9977010-892P01,F404,,,F0101-330B,PCC,Carlton," $3,531.50 "," $3,531.50 ",1,SEAMLESS,TITANIUM,SHAPE,HEAT TREAT,,,,,,,
Numet,65585,Current,9977010-894P01,F404,,,9977009-317P76,PCC,MTTP," $3,401.58 "," $3,401.58 ",,FBW,TITANIUM,30.805 X 26.815 X 1.76,HEAT TREAT,,,,,,,
Numet,65585,Current,9977013-682G01,GE90 / GENX,,,C00174 / 1694M17,PCC,MTTP, $289.63 , $868.89 ,3,FBW,WASP,SHAPE,HEAT TREAT,,,,,,,
Numet,65585,NEW,9977013-760P01,F414,,,R0419001B,PCC,Carlton," $4,738.00 "," $4,738.00 ",1,SEAMLESS,718,SHAPE,HEAT TREAT,,,,,,,
Numet,65585,Current,9977013-953G02,F414,,,"9977013-882 DET 8, 9977013-882 DET 9, 9977013-881G03",SCHLOSSER    MOUNTAINTOP CARLTON,LTA                  NON-LTA             NON-LTA, $4493.25        $1907.08         $1959.00 , $4493.25        $1907.08         $1959.00 ,1                           1                             1,SEAMLESS       FBW                              SEAMLESS,TITANIUM,SHAPE # 7136H                   35.20 X 33.95 X 2.5                     SHAPE,HEAT TREAT,,,,,,,
Numet,65585,Current,9977013-980P01,F414,,,TF9977008-352 / C00180,PCC,MTTP, $922.63 , $922.63 ,1,FBW,718,SHAPE,HEAT TREAT,,,,,,,
Numet,65585,Current,9977013-982P01,F414,,,B-40289,Welded Ring Products,WRP," $1,933.35 "," $1,933.35 ",1,,718,SHAPE,HEAT TREAT,,,,,,,
Numet,65585,Current,9977014-053P01,F414,,,B-40289,Welded Ring Products,WRP," $1,933.35 "," $1,933.35 ",1,,718,SHAPE,HEAT TREAT,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,13410-Q0A-0100,,N/A,N/A,05-11233,Alcoa,Rochester, $360.83 ," $2,165.00 ",1=6,Seamless Ring,15-5 PH,O.D: 25.3405 MIN x ID: 20.8918 MAX x 0/A: 4.125 MIN,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,1602M13P01,,N/A,N/A,1602M13P01,Alcoa,Fontana, $175.60 ," $2,633.93 ",1=15,Seamless Ring,Hast X,29.966 x 28.670 x 6.630,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,17A101-052P01,,N/A,N/A,17A101-052P01,Welded Ring Products,WRP, $260.00 , $260.00 ,1=1,Flash Welded Ring,Hast X,B-30155 Rev A,,,,,,7.29,,
"Space-Craft Manufacturing,Inc.",81749,Current,17A101-157P01,,N/A,N/A,17A101-157P01,Alcoa,Fontana," $1,199.00 "," $1,199.00 ",1=1,Seamless Ring,Haynes 25,15.062 x 13.2953 x 1.945,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,17A101-517P04,,N/A,N/A,17A101-517P04,Welded Ring Products,WRP, $201.00 , $201.00 ,1=1,Flash Welded Ring,IN718,B�40193 Rev L,,,,,,5.5,,
"Space-Craft Manufacturing,Inc.",81749,Current,17A101-870P01,,N/A,N/A,TF17A101-870P01,Alcoa,Rochester, $517.00 , $517.00 ,1=1,Seamless Ring,Haynes 25,O.D: 9.420 MIN x ID: 8.160 MAX x 0/A: 0.978 MIN,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,17A127-337P01,,N/A,N/A,08�548,Welded Ring Products,WRP, $255.00 , $255.00 ,1=1,Flash Welded Ring,IN718,08�548 Rev N/C,,,,,,6.76,,
"Space-Craft Manufacturing,Inc.",81749,Current,17A130-304P01,,N/A,N/A,17A130-304P01,Alcoa,Rochester, $243.00 , $243.00 ,1=1,Seamless Ring,IN600,6.820 x 5.625 x 0.820,,,,,,4.15,,
"Space-Craft Manufacturing,Inc.",81749,Current,17A137-590P01,,N/A,N/A,17A137-590P01,Alcoa,Rochester, $558.17 ," $1,674.50 ",1=3,Seamless Ring,IN903,17.605 x 15.695 x 3.125,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,17A137-590P02,,N/A,N/A,17A137-590P02,Alcoa,Rochester, $731.67 ," $2,195.00 ",1=3,Seamless Ring,IN909,17.605 x 15.695 x 3.125,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,17A148-735P01,,N/A,N/A,17A148-735P01,PCC,Carlton, $456.57 ," $3,196.00 ",1=7,Seamless Ring,Haynes 25,23.705 x 22.726 x 4.000,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,17A166-153P01,,N/A,N/A,17A166-153P01,Welded Ring Products,WRP, $736.00 , $736.00 ,1=1,Flash Welded Ring,Hast X,16.995 x 15.670 x 2.085,,,,,,23.78,,
"Space-Craft Manufacturing,Inc.",81749,Current,1847M83P01,,N/A,N/A,1847M83P01,Alcoa,Fontana," $3,435.00 "," $3,435.00 ",1=1,Seamless Ring,Rene 41,32.980 x 29.460 x 0.770,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,1863M28P01,,N/A,N/A,1863M28P01,Alcoa,Fontana," $4,161.00 "," $4,161.00 ",1=1,Seamless Ring,HS 188,12984,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,2047M36P01,,N/A,N/A,2047M36P01,PCC,MTTP, $95.68 , $765.40 ,1=8,Seamless Ring,IN718,23.545 x 22.881 x 2.919,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,2466M25P01,,N/A,N/A,2466M25P01,Welded Ring Products,WRP, $117.00 , $702.00 ,1=6,Welded Ring,IN718,OD 15.590x ID 14.882x OA 2.045,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,2468M97P01,,N/A,N/A,TF2468M97P01,Alcoa,Rochester, $53.83 , $323.00 ,1=6,Seamless Ring,JETM152,O.D: 20.208 x ID: 19.511 x 0/A: 1.557,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,2468M97P02,,N/A,N/A,TF2468M97P02,Alcoa,Rochester, $53.83 , $323.00 ,1=6,Seamless Ring,JETM152,O.D: 20.208 x ID: 19.511 x 0/A: 1.557,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,2468M97P03,,N/A,N/A,TF2468M97P03,Alcoa,Rochester, $53.83 , $323.00 ,1=6,Seamless Ring,JETM152,O.D: 20.208 x ID: 19.511 x 0/A: 1.557,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,2468M97P04,,N/A,N/A,TF2468M97P04,Alcoa,Rochester, $53.83 , $323.00 ,1=6,Seamless Ring,JETM152,O.D: 20.208 x ID: 19.511 x 0/A: 1.557,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,2468M97P05,,N/A,N/A,TF2468M97P05,Alcoa,Rochester, $53.83 , $323.00 ,1=6,Seamless Ring,JETM152,O.D: 20.208 x ID: 19.511 x 0/A: 1.557,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,2468M97P06,,N/A,N/A,TF2468M97P06,Alcoa,Rochester, $53.83 , $323.00 ,1=6,Seamless Ring,JETM152,O.D: 20.208 x ID: 19.511 x 0/A: 1.557,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,2471M23P02,,N/A,N/A,TF2471M23P02,Alcoa,Rochester, $185.00 , $925.00 ,1=5,Seamless Ring,IN718,13.133 x 12.521 x 2.185,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,2475M02P01,,N/A,N/A,TF2475M02P01,Alcoa,Rochester," $1,220.00 "," $1,220.00 ",1=1,Seamless Ring,IN718,22.697 x 19.801 x 0.831,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,2476M87P01,,N/A,N/A,2560M35P01,PCC,Carlton," $1,049.00 "," $1,049.00 ",1=1,Seamless Ring,IN718,,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,2552M24P01,,N/A,N/A,TF2552M24P01,Alcoa,Rochester, $330.00 , $330.00 ,1=6,Seamless Ring,JETM152,19.366 OD X 18.670 ID X 1.531 LG,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,2552M24P02,,N/A,N/A,TF2552M24P02,Alcoa,Rochester, $330.00 , $330.00 ,1=6,Seamless Ring,JETM152,19.366 OD X 18.670 ID X 1.531 LG,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,2552M24P03,,N/A,N/A,TF2552M24P03,Alcoa,Rochester, $330.00 , $330.00 ,1=6,Seamless Ring,JETM152,19.366 OD X 18.670 ID X 1.531 LG,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,2552M24P04,,N/A,N/A,TF2552M24P04,Alcoa,Rochester, $330.00 , $330.00 ,1=6,Seamless Ring,JETM152,19.366 OD X 18.670 ID X 1.531 LG,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,2552M24P05,,N/A,N/A,TF2552M24P05,Alcoa,Rochester, $330.00 , $330.00 ,1=6,Seamless Ring,JETM152,19.366 OD X 18.670 ID X 1.531 LG,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,2552M24P06,,N/A,N/A,TF2552M24P06,Alcoa,Rochester, $330.00 , $330.00 ,1=6,Seamless Ring,JETM152,19.366 OD X 18.670 ID X 1.531 LG,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,2626M56P01,,N/A,N/A,2626M56P01,Alcoa,Rochester, $352.00 , $352.00 ,1=1,Seamless Ring,15-5 PH,8.936 OD X 7.827 ID X 1.646 LG,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,New,2631M32P01,,N/A,N/A,2619M08P01,Wyman Gordon,Worcester," $36,694.00 "," $36,694.00 ",1=1,Closed-die forging,Rene 95,34.000 OD x 28.180 ID x .514 OA,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,3040M90P01,,N/A,N/A,3040M90P01,Mattco Forge,Mattco Forge," $1,035.00 "," $1,035.00 ",1=1,Seamless Ring,IN718,24.255 x 23.285 x 1.750,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,4007T66P01,,N/A,N/A,4017T24P01,Alcoa,Fontana," $2,436.55 "," $2,436.55 ",1=1,Seamless Ring,IN W,13.885 x 8.920 x 1.353,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,4013081-517P04,,N/A,N/A,401 3081-515P05,PCC,Carlton," $2,150.00 "," $2,150.00 ",1=1,Seamless Ring,IN907,O.D: 16.550 x ID: 14.368 x 0/A: 1.925,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,4013081-518P03,,N/A,N/A,4013081-516P02,Mattco Forge,Mattco Forge,,,,Seamless Ring,IN718,ID:  13.538 X  OD:   15.535  X  OA:  0.96,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,4013084-882P03,,N/A,N/A,4013287-41 9P03,Alcoa,Rochester," $1,159.00 "," $1,159.00 ",1=1,Seamless Ring,IN718,15.710 x 13.182 x 1.185,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,4013084-884P01,,N/A,N/A,4013287-420P04,PCC,MTTP," $2,384.60 "," $2,384.60 ",1=1,Flash Welded Ring,IN718,O.D: 22.720 x ID: 17.802 x 0/A: 2.274,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,4013196-570P03,,N/A,N/A,4013382-337P03,PCC,MTTP, $864.00 , $864.00 ,1=1,Flash Welded Ring,IN909,,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,4013382-077P02,,N/A,N/A,C0771 1,PCC,MTTP," $1,316.73 "," $1,316.73 ",1=1,Flash Welded Ring,IN718,C0771 1 Rev B.,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,4013522-280P01,,N/A,N/A,B-40322,Welded Ring Products,WRP, $607.00 , $607.00 ,1=1,Flash Welded Ring,IN718,B-40322 REV E,,,,,,17.44,,
"Space-Craft Manufacturing,Inc.",81749,Current,4013522-337P02,,N/A,N/A,C31730,PCC,MTTP, $839.00 , $839.00 ,1=1,Flash Welded Ring,IN909,P/N C31730 Rev N/C,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,5100T46P01,,N/A,N/A,5100T46P01,PCC,Carlton, $261.72 ," $4,711.00 ",1=9,Seamless Ring,TI,33.036 x 31.350 x 6.560,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,5144T34P01,,N/A,N/A,TF5144T34P01,Alcoa,Rochester, $110.40 , $552.00 ,1=5,Seamless Ring,IN718,O.D: 9.670 x ID: 9.042 x 0/A: 2.480,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9899556-816P101,,N/A,N/A,TF9899556-816P101,Alcoa,Rochester, $343.08 , $343.08 ,1=1,Seamless Ring,Haynes 25,9.489 x 8.156 x 0.732,,,,,,6.22,,
"Space-Craft Manufacturing,Inc.",81749,Current,9899556-841P01,,N/A,N/A,9899556-841P01,Alcoa,Rochester, $725.00 , $725.00 ,1=1,Seamless Ring,IX 750,17.260 x 16.125 x 0.970,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9899556-844P01,,N/A,N/A,9899556-844P01,PCC,MTTP, $424.00 , $424.00 ,1=1,Flash Welded Ring,IN600,19.157 x 16.967 x 0.685,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977010-080P01,,N/A,N/A,C07913,PCC,MTTP, $590.17 , $590.17 ,1=1,Flash Welded Ring,IN718,C07913 Rev A,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977010-255P01,,N/A,N/A,9977011-490P01,PCC,MTTP, $783.00 , $783.00 ,1=1,Flash Welded Ring,TI 6-2-4-2,997701 1-490P01 Rev C,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977010-975P01,,N/A,N/A,9977010-975P01,Alcoa,Rochester, $486.00 , $486.00 ,1=1,Seamless Ring,IN718,15.810 x 14.725 x 0.705,,,,,,7.05,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-246P02,,N/A,N/A,9977O13�259P02,PCC,Carlton," $1,215.00 "," $1,215.00 ",1=1,Seamless Ring,IN718,,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-653G01 KIT ,,9977011-211P01,1,9977O12�136P01,Alcoa,Rochester," $1,652.45 "," $1,652.45 ",1=1,Seamless Ring,IN903,9977O12�136P01  REV N/C,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-653G01 KIT,,9977011-212P01,1,9977009�317P88,PCC,Carlton," $1,001.00 "," $1,001.00 ",1=1,Seamless Ring,IN718,,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-653G01 KIT,,9977013-126P01,1,9977013�147P01,Welded Ring Products,WRP, $640.00 , $640.00 ,1=1,Flash Welded Ring,IN718,,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-654G01 KIT,,9977011-211P01,1,9977O12�136P01,Alcoa,Rochester," $1,652.45 "," $1,652.45 ",1=1,Seamless Ring,IN903,9977O12�136P01  REV N/C,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-654G01 KIT,,9977011-212P01,1,9977009�317P88,PCC,Carlton," $1,001.00 "," $1,001.00 ",1=1,Seamless Ring,IN718,,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-665G01 KIT,,9977012-555P01,1,C07418,PCC,MTTP, $745.00 , $745.00 ,1=1,Flash Welded Ring,IN718,C07418  Rev A,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-665G01 KIT,,9977012-556P01,1,C07422,PCC,MTTP, $765.00 , $765.00 ,1=1,Flash Welded Ring,IN718,C07422  Rev A,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-665G01 KIT,,9977011-217P01,1,997701 3-408P01,Alcoa,Rochester," $1,955.00 "," $1,955.00 ",1=1,Seamless Ring,IN903,997701 3-408P01 RevA,,,,,,56.14,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-665G02 KIT,,9977012-555P01,1,C07418,PCC,MTTP, $745.00 , $745.00 ,1=1,Flash Welded Ring,IN718,C07418  Rev A,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-665G02 KIT,,9977012-556P01,1,C07422,PCC,MTTP, $765.00 , $765.00 ,1=1,Flash Welded Ring,IN718,C07422  Rev A,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-665G02 KIT,,9977013-707P01,1,9977013-707P01,Alcoa,Rochester," $2,144.58 "," $2,144.58 ",1=1,Seamless Ring,IN909,El 507 Rev N/C,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-677G01 KIT,,9977013-126P01,1,9977013�147P01,Welded Ring Products,WRP, $640.00 , $640.00 ,1=1,Flash Welded Ring,IN718,9977013�147P01  Rev C,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-677G01 KIT,,9977013-611P01,1,9977013-611P01,Alcoa,Rochester," $1,511.00 "," $1,511.00 ",1=1,Seamless Ring,IN909,9977013-6llP01 Rev NC,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-677G01 KIT,,9977013-647P01,1,TF-997701 3-647P01,Welded Ring Products,WRP," $1,720.00 "," $1,720.00 ",1=1,Flash Welded Ring,IN718,12-978-1,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-780G01 ASSY,,9977013-240P01,1,F0198�257B,PCC,Carlton," $3,725.00 "," $3,725.00 ",1=1,Flash Welded Ring,IN718,F0198�275B Rev N/C,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-780G01 ASSY,,9977013-241P01,1,1137�1,Alcoa,Rancho Cucamonga," $1,535.00 "," $1,535.00 ",1=1,Seamless Ring,IN909,1137�1  Rev A,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-780G01 ASSY,,9977013-242P01,1,1138�1,Alcoa,Rancho Cucamonga," $1,950.00 "," $1,950.00 ",1=1,Seamless Ring,IN718,1138�1 Rev A,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-825P01,,N/A,N/A,9977013�845P01,PCC,MTTP, $549.00 , $549.00 ,1=1,Seamless Ring,IN718,9977013�845P01 Rev B,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-967P01,,N/A,N/A,4O13436�607P01,Alcoa,Rancho Cucamonga," $6,011.00 "," $6,011.00 ",1=1,Flash Welded Ring,IN718,4O13436�6O7P01  rev B,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-971P01,,N/A,N/A,9977013-971P01,PCC,MTTP," $1,481.76 "," $1,481.76 ",1=4,Seamless Ring,IN718,38.393 x 37.702 x 2.610,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977013-972P01,,N/A,N/A,TF9977013-972P01-A,PCC,MTTP," $1,114.64 "," $1,114.64 ",1=4,Seamless Ring,IN718,37.363 x 36.673 x 2.260,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977014-128G01 KIT,,9977011-212P01,1,9977009�317P88,PCC,Carlton," $1,001.00 "," $1,001.00 ",1=1,Seamless Ring,IN718,,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,9977014-128G01  KIT,,9977014-127P013,1,TF9977014-127P013,Alcoa,Rochester," $1,752.00 "," $1,752.00 ",1=1,Seamless Ring,IN909,O.D: 25.170 MIN  x  I.D: 23.270 MAX  x  O/A: 2.387 MIN,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,L56785P03,,N/A,N/A,F0198-272,PCC,Carlton," $2,910.50 "," $2,910.50 ",1=1,Seamless Ring,IN718,F0198-272B Rev A,,,,,,,,
"Space-Craft Manufacturing,Inc.",81749,Current,L56962P01,,N/A,N/A,L56962P01,Alcoa,Rochester," $6,683.81 "," $6,683.81 ",1=1,Seamless Ring,RENE41,28.520 x 25.453 x 3.921,,,,,,,,
B&F Machine,14750,Current,1840M97G01,,,,10042656P02,PCC,Carlton, $880.00 , $880.00 ,1,seamless ring,Alum,10042656P02,,,,,,,,
B&F Machine,14750,Current,17A130-946P03,,,,TF17A130-946P03,Alcoa,Fontana," $4,139.00 "," $4,139.00 ",1,Seamless/Flash,L605,17.165 OD x 15.830ID x .930 L,,,,,,,,
B&F Machine,14750,Current,2094M74G01,PP20,,,2094M87P01,PCC,Carlton," $18,925.00 "," $18,925.00 ",1,seamless ring,Titanium,2094M87P01,,,,,,,,
B&F Machine,14750,Current,4022T37P01,T64,,,4011T37P01,PCC,Carlton," $2,574.00 "," $2,574.00 ",1,seamless,WASP,4011T37P01,,,,,,,,
B&F Machine,14750,Current,4022T37P03,T64,,,4011T37P01,PCC,Carlton," $2,574.00 "," $2,574.00 ",1,seamless,WASP,4011T37P01,,,,,,,,
B&F Machine,14750,Current,1840M54G01,GE90,,,4013428-351P02,PCC,Carlton," $1,673.50 "," $3,347.00 ",2,seamless ring,Alum,4013428-351P02,,,,,,,,
B&F Machine,14750,Current,1840M54G02,GE90,,,4013428-351P02,PCC,Carlton," $1,673.50 "," $3,347.00 ",2,seamless ring,Alum,4013428-351P02,,,,,,,,
B&F Machine,14750,Current,2446M85G02,GENX,,,4013536-288P01,PCC,Carlton," $5,496.00 "," $5,496.00 ",1,seamless ring,Titanium,4013536-288P01,,,,,,,,
B&F Machine,14750,Current,2480M95G01,PP20,,,4013731-140P01,Frisa,Frisa," $4,275.00 "," $4,275.00 ",1,Seamless Ring,Titanium,4013731-140P01,,,,,,,,
B&F Machine,14750,Current,2484M31G03,PP20,,,4013733-028P02,PCC,Carlton, $227.50 , $455.00 ,2,seamless ring,Titanium,4013733-028P02,,,,,,,,
B&F Machine,14750,Current,2484M31G04,PP20,,,4013733-028P02,PCC,Carlton, $227.50 , $455.00 ,2,seamless ring,Titanium,4013733-028P02,,,,,,,,
B&F Machine,14750,Current,2484M32G03,PP20,,,4013733-028P03,PCC,Carlton, $220.00 , $440.00 ,2,seamless ring,Titanium,4013733-028P03,,,,,,,,
B&F Machine,14750,Current,2484M32G04,PP20,,,4013733-028P03,PCC,Carlton, $220.00 , $440.00 ,2,seamless ring,Titanium,4013733-028P03,,,,,,,,
B&F Machine,14750,Current,2484M33G03,PP20,,,4013733-028P04,PCC,Carlton, $251.00 , $502.00 ,2,seamless ring,Titanium,4013733-028P04,,,,,,,,
B&F Machine,14750,Current,2484M33G04,PP20,,,4013733-028P04,PCC,Carlton, $251.00 , $502.00 ,2,seamless ring,Titanium,4013733-028P04,,,,,,,,
B&F Machine,14750,Current,2484M34G03,PP20,,,4013733-028P05,PCC,Carlton, $255.00 , $510.00 ,2,seamless ring,Titanium,4013733-028P05,,,,,,,,
B&F Machine,14750,Current,2484M34G04,PP20,,,4013733-028P05,PCC,Carlton, $255.00 , $510.00 ,2,seamless ring,Titanium,4013733-028P05,,,,,,,,
B&F Machine,14750,New,2545M03P01,LEAP,,,TF2545M03P01,Alcoa,Fontana, $53.00 , $159.00 ,3,seamless ring,17-4,8.365 OD x 7.095 ID x .550,,,,,,,,
B&F Machine,14750,Current,9379M61P03,,,,TF9379M61P03,Alcoa,Fontana, $811.00 , $811.00 ,1,seamless ring,Alum,FMI TO SUPPLY FORGING PER COS DRAWING# 12970 ,Waiting on sketch from Forged Metals,,,,,,,
B&F Machine,14750,New,2464M45G02,GENX,,,TF2464M45G02,Alcoa,Fontana," $4,319.50 "," $4,319.50 ",1,seamless ring,Titanium,FORGED PER FMI SKETCH 13326 REV 0,Drawing in folder,,,,,,,
B&F Machine,14750,New,2547M00P01,LEAP,,,TF2547M00P01,Welded Ring Products,WRP, $125.00 , $512.00 ,4,FBWR,Inco 718,FORGED PER WRP DRAWING 15-857,Drawing in folder,,,,,,,
B&F Machine,14750,Current,1814M25P02,,,,TF1814M25P01,PCC,MTTP, $442.88 ," $2,657.27 ",6,FBWR,Inco 718,"Forged size - 24.982""OD x 23.370""ID x 4.01""LG",,,,,,,,
B&F Machine,14750,Current,5106T66P01,,,,TF5106T66P01,PCC,MTTP, $178.16 ," $1,781.61 ",10,FBWR,RENE 41,"FORGED SIZE - 26.91""OD x 26.22""ID x 3.8""THK",,,,,,,,
B&F Machine,14750,Current,5060T89P01,T700,,,TF5060T89P01,Alcoa,Rochester, $6.08 , $298.00 ,49,seamless ring,WASP,FORGED SIZE - 8.574 OD X 7.476 ID X 2.406 THK,,,,,,,,
B&F Machine,14750,Current,5060T89P05,T700,,,TF5060T89P01,Alcoa,Rochester, $6.08 , $298.00 ,49,seamless ring,WASP,FORGED SIZE - 8.574 OD X 7.476 ID X 2.406 THK,,,,,,,,
