ID,Part Number,Nomenclature ,QPA,QPE,GE NEG,Finished Part Supplier ,Engine Program,Engine Model,2015 QTY,Part Type,RM-Type,R/M Supplier,Plant,Yield ,Billet Diameter,Weight,Weight Type,Alloy,Spec,Flash Welding Permitted?,"Extend, Remove, or Negotiate?", R/M Unit Price 2014 , R/M Unit Price 2015 ,PO Amended  Y/N?, 2015 RM Delta , 2015 Material Deflation , 2015 Material Extended Value ,Machine Part Comments,NPI  - Leap/PP,Chip Revert  Part?,Alloy Family
1216,2463M40G01,"SHROUD, COMPRESSOR STATOR - IGV",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,32,,Seamless,PCC,Carlton,,0,0,0,Al,AMS 4132,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1217,2463M41P01,SHROUD,,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,46,,Seamless,PCC,Carlton,,0,0,0,Al,AMS 4143 or AMS 4144 or AMS 4162,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1218,2463M41P02,SHROUD,,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,69,,Seamless,PCC,Carlton,,0,0,0,Al,AMS 4143 or AMS 4144 or AMS 4163,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1219,2463M41P03,SHROUD,,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,46,,Seamless,PCC,Carlton,,0,0,0,Al,AMS 4143 or AMS 4144 or AMS 4164,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1220,2463M41P04,SHROUD,,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,69,,Seamless,PCC,Carlton,,0,0,0,Al,AMS 4143 or AMS 4144 or AMS 4165,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1221,2463M42P01,SHROUD,,,Yes,14750-B&F MACHINE                             ,CFM56,,,,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1222,2463M42P02,SHROUD,,,Yes,14750-B&F MACHINE                             ,CFM56,,,,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1223,2463M42P03,SHROUD,,,Yes,14750-B&F MACHINE                             ,CFM56,,,,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1224,2463M42P04,SHROUD,,,Yes,14750-B&F MACHINE                             ,CFM56,,,,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1225,2463M42P05,"SHRD,CMSTR-S2",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,62,,Seamless,PCC,Carlton,,0,0,0,Al,AMS 4143 or AMS 4144 or AMS 4166,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1226,2463M42P06,"SHRD,CMSTR-S2",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,93,,Seamless,PCC,Carlton,,0,0,0,Al,AMS 4143 or AMS 4144 or AMS 4167,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1227,2463M42P07,"SHRD,CMSTR-S2",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,58,,Seamless,PCC,Carlton,,0,0,0,Al,AMS 4143 or AMS 4144 or AMS 4168,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1228,2463M42P08,"SHRD,CMSTR-S2",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,78,,Seamless,PCC,Carlton,,0,0,0,Al,AMS 4143 or AMS 4144 or AMS 4169,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1229,2463M43P01,SHROUD,,,Yes,14750-B&F MACHINE                             ,CFM56,,,,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1230,2463M43P02,SHROUD,,,Yes,14750-B&F MACHINE                             ,CFM56,,,,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1231,2463M43P03,SHROUD,,,Yes,14750-B&F MACHINE                             ,CFM56,,,,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1232,2463M43P04,SHROUD,,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,23,,Seamless,PCC,Carlton,,0,0,0,Al,AMS 4143 or AMS 4144 or AMS 4170,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1233,2463M43P05,"SHRD,CMSTR-S3",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,126,,Seamless,PCC,Carlton,,0,0,0,Al,AMS 4143 or AMS 4144 or AMS 4171,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1234,2463M43P06,"SHRD,CMSTR-S3",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,150,,Seamless,PCC,Carlton,,0,0,0,Al,AMS 4143 or AMS 4144 or AMS 4172,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1235,2463M44P01,SHROUD,,,Yes,14750-B&F MACHINE                             ,CFM56,,,,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1236,2463M44P02,SHROUD,,,Yes,14750-B&F MACHINE                             ,CFM56,,,,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1237,2463M44P03,SHROUD,,,Yes,14750-B&F MACHINE                             ,CFM56,,,,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1238,2463M44P04,SHROUD,,,Yes,14750-B&F MACHINE                             ,CFM56,,,,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1239,2463M44P05,"SHRD,CMSTR-S4",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,57,,Seamless,PCC,Carlton,,0,0,0,17-4PH,AMS 5643 (H1150 HT Cond.) or AMS 5604 (H1150 HT Cond.),,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1240,2463M44P06,"SHRD,CMSTR-S4",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,112,,Seamless,PCC,Carlton,,0,0,0,17-4PH,AMS 5643 (H1150 HT Cond.) or AMS 5604 (H1150 HT Cond.),,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1241,2463M44P07,"SHRD,CMSTR-S4",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,160,,Seamless,PCC,Carlton,,0,0,0,17-4PH,AMS 5643 (H1150 HT Cond.) or AMS 5604 (H1150 HT Cond.),,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1242,2463M44P08,"SHRD,CMSTR-S4",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,24,,Seamless,PCC,Carlton,,0,0,0,17-4PH,AMS 5643 (H1150 HT Cond.) or AMS 5604 (H1150 HT Cond.),,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1243,2474M19G01,"RING, ACTUATING - COMPR STATOR, IGV UPPER",1,,Yes,14750-B&F MACHINE                             ,Leap-1B,,25,2474M19P01,Seamless,PCC,Carlton,1=14,0,0,0,Ti 6-4,AMS 4911 or AMS 4928,,, $134.15 ,,NPI, $(134.15)," $(3,353.75)", $-   ,Leap,Yes,,0
1244,2474M21G01,"RING, ACTUATING - COMPR STATOR, IGV LOWER",1,,Yes,14750-B&F MACHINE                             ,Leap-1B,,25,2474M19P01,Seamless,PCC,Carlton,1=14,0,0,0,Ti 6-4,AMS 4911 or AMS 4928,,, $134.15 ,,NPI, $(134.15)," $(3,353.75)", $-   ,Leap,Yes,,0
1245,2474M22G01,"RING, ACTUATING - COMPR STATOR, STG 1 UPPER",1,,Yes,14750-B&F MACHINE                             ,Leap-1B,,24,2474M22P02,Seamless,PCC,Carlton,1=14,0,0,0,Ti 6-4,AMS 4911 or AMS 4928,,, $118.08 ,,NPI, $(118.08)," $(2,833.92)", $-   ,Leap,Yes,,0
1246,2474M22G02,"RING, ACTUATING - COMPR STATOR, STG 2 UPPER",1,,Yes,14750-B&F MACHINE                             ,Leap-1B,,24,2474M22P02,Seamless,PCC,Carlton,1=14,0,0,0,Ti 6-4,AMS 4911 or AMS 4928,,, $118.08 ,,NPI, $(118.08)," $(2,833.92)", $-   ,,Yes,,0
1247,2474M22G03,"RING, ACTUATING - COMPR STATOR, STG 3 UPPER",1,,Yes,14750-B&F MACHINE                             ,Leap-1B,,24,2474M22P03,Seamless,PCC,Carlton,1=14,0,0,0,Ti 6-4,AMS 4911 or AMS 4928,,, $118.15 ,,NPI, $(118.15)," $(2,835.60)", $-   ,,Yes,,0
1248,2474M22G04,"RING, ACTUATING - COMPR STATOR, STG 4 UPPER",1,,Yes,14750-B&F MACHINE                             ,Leap-1B,,24,2474M22P04,Seamless,PCC,Carlton,1=14,0,0,0,Ti 6-4,AMS 4911 or AMS 4928,,, $119.00 ,,NPI, $(119.00)," $(2,856.00)", $-   ,,Yes,,0
1249,2474M23G01,"RING, ACTUATING - COMPR STATOR, STG 1 LOWER",1,,Yes,14750-B&F MACHINE                             ,Leap-1B,,24,2474M22P01,Seamless,PCC,Carlton,1=14,0,0,0,Ti 6-4,AMS 4911 or AMS 4928,,, $123.60 ,,NPI, $(123.60)," $(2,966.40)", $-   ,,Yes,,0
1250,2474M23G02,"RING, ACTUATING - COMPR STATOR, STG 2 LOWER",1,,Yes,14750-B&F MACHINE                             ,Leap-1B,,24,2474M22P02,Seamless,PCC,Carlton,1=14,0,0,0,Ti 6-4,AMS 4911 or AMS 4928,,, $118.08 ,,NPI, $(118.08)," $(2,833.92)", $-   ,,Yes,,0
1251,2474M23G03,"RING, ACTUATING - COMPR STATOR, STG 3 LOWER",1,,Yes,14750-B&F MACHINE                             ,Leap-1B,,24,2474M22P03,Seamless,PCC,Carlton,1=14,0,0,0,Ti 6-4,AMS 4911 or AMS 4928,,, $118.15 ,,NPI, $(118.15)," $(2,835.60)", $-   ,,Yes,,0
1252,2474M23G04,"RING, ACTUATING - COMPR STATOR, STG 4 LOWER",1,,Yes,14750-B&F MACHINE                             ,Leap-1B,,24,2474M22P04,Seamless,PCC,Carlton,1=14,0,0,0,Ti 6-4,AMS 4911 or AMS 4928,,, $119.00 ,,NPI, $(119.00)," $(2,856.00)", $-   ,,Yes,,0
1253,2474M24G01,"RING,",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,22,2474M24P01,Seamless,PCC,Carlton,,0,0,0,17-4PH,AMS 5643 or AMS 5604 (H1150 HT Cond.),,,,,NPI, $-   , $-   , $-   ,LEAP,Yes,,0
1254,2474M24G02,"RING,",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,22,2474M24P02,Seamless,PCC,Carlton,,0,0,0,17-4PH,AMS 5643 or AMS 5604 (H1150 HT Cond.),,,,,NPI, $-   , $-   , $-   ,LEAP,Yes,,0
1255,2474M24G03,"RING,",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,22,2474M24P03,Seamless,PCC,Carlton,,0,0,0,17-4PH,AMS 5643 or AMS 5604 (H1150 HT Cond.),,,,,NPI, $-   , $-   , $-   ,LEAP,Yes,,0
1256,2474M24G04,"RING,",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,22,2474M24P04,Seamless,PCC,Carlton,,0,0,0,17-4PH,AMS 5643 or AMS 5604 (H1150 HT Cond.),,,,,NPI, $-   , $-   , $-   ,LEAP,Yes,,0
1257,2474M25G01,"RING,",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,23,2474M24P01,Seamless,PCC,Carlton,,0,0,0,17-4PH,AMS 5643 or AMS 5604 (H1150 HT Cond.),,,,,NPI, $-   , $-   , $-   ,LEAP,Yes,,0
1258,2474M25G02,"RING,",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,22,2474M24P02,Seamless,PCC,Carlton,,0,0,0,17-4PH,AMS 5643 or AMS 5604 (H1150 HT Cond.),,,,,NPI, $-   , $-   , $-   ,LEAP,Yes,,0
1259,2474M25G03,"RING,",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,23,2474M24P03,Seamless,PCC,Carlton,,0,0,0,17-4PH,AMS 5643 or AMS 5604 (H1150 HT Cond.),,,,,NPI, $-   , $-   , $-   ,LEAP,Yes,,0
1260,2474M25G04,"RING,",,,Yes,14750-B&F MACHINE                             ,LEAP A/C,,22,2474M24P04,Seamless,PCC,Carlton,,0,0,0,17-4PH,AMS 5643 or AMS 5604 (H1150 HT Cond.),,,,,NPI, $-   , $-   , $-   ,LEAP,Yes,,0
1261,2484M10G01,"SHROUD, COMPRESSOR STATOR-IGV",1,1,No,14750-B&F MACHINE                             ,GE-PASSPORT,,0,2484M10G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1262,2484M11P01,"SHROUD, COMPRESSOR STATOR-STAGE 1",3,3,No,14750-B&F MACHINE                             ,GE-PASSPORT,,36,2484M11P01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1263,2484M11P02,"SHROUD, COMPRESSOR STATOR-STAGE 1",2,2,No,14750-B&F MACHINE                             ,GE-PASSPORT,,26,2484M11G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1264,2484M11P03,"SHROUD, COMPRESSOR STATOR-STAGE 1",3,3,No,14750-B&F MACHINE                             ,GE-PASSPORT,,39,2484M11G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1265,2484M11P04,"SHROUD, COMPRESSOR STATOR-STAGE 1",2,2,No,14750-B&F MACHINE                             ,GE-PASSPORT,,26,2484M11G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1266,2484M12P01,"SHROUD, COMPRESSOR STATOR-STAGE 2",4,4,No,14750-B&F MACHINE                             ,GE-PASSPORT,,52,2484M12G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1267,2484M12P02,"SHROUD, COMPRESSOR STATOR-STAGE 2",1,1,No,14750-B&F MACHINE                             ,GE-PASSPORT,,13,2484M12G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,,Yes,,0
1268,2484M12P03,"SHROUD, COMPRESSOR STATOR-STAGE 2",5,5,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,65,2484M12G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1269,2484M12P04,"SHROUD, COMPRESSOR STATOR-STAGE 2",1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,2484M12G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1270,2484M13P01,"SHROUD, COMPRESSOR STATOR-STAGE 3",6,6,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,78,2484M13G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1271,2484M13P02,"SHROUD, COMPRESSOR STATOR-STAGE 3",1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,2484M13G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1272,2484M13P03,"SHROUD, COMPRESSOR STATOR-STAGE 3",3,3,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,39,2484M13G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1273,2484M13P04,"SHROUD, COMPRESSOR STATOR-STAGE 3",3,3,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,39,2484M13G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1274,2484M14P01,"SHROUD, COMPRESSOR STATOR-STAGE 4",5,5,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,65,2484M14G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1275,2484M14P02,"SHROUD, COMPRESSOR STATOR-STAGE 4",1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,2484M14G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1276,2484M14P03,"SHROUD, COMPRESSOR STATOR-STAGE 4",5,5,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,65,2484M14G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1277,2484M14P04,"SHROUD, COMPRESSOR STATOR-STAGE 4",1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,2484M14G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1278,2484M30G01,RING IGV MACHINING,1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,0,4013733-028P01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1279,2484M30G02,RING IGV MACHINING,1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,0,4013733-028P01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1280,2484M31G01,RING S1 MACHINING,1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,4013733-028P02,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1281,2484M31G02,RING S1 MACHINING,1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,4013733-028P02,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1282,2484M32G01,RING S2 MACHINING,1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,14,4013733-028P03,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1283,2484M32G02,RING S2 MACHINING,1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,40123733-028P03,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1284,2484M33G01,RING S3 MACHINING,1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,4013733-028P04,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1285,2484M33G02,RING S3 MACHINING,1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,4013733-028P04,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1286,2484M34G01,RING S4 MACHINING,1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,4013733-028P05,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1287,2484M34G02,RING S4 MACHINING,1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,4013733-028P05,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1288,2484M41G01,"CONNECTING LINK, COMPR ACTG RING, STG 1 P20",1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,19,2484M41G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1289,2484M41G02,"CONNECTING LINK, COMPR ACTG RING, STG 1 P20",1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,2484M41G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1290,2484M42G01,"CONNECTING LINK, COMPR ACTG RING, STG 2 P20",1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,2484M42G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1291,2484M42G02,"CONNECTING LINK, COMPR ACTG RING, STG 2 P20",1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,2484M42G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1292,2484M43G01,"CONNECTING LINK, COMPR ACTG RING, STG 3 P20",1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,2484M43G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1293,2484M43G02,"CONNECTING LINK, COMPR ACTG RING, STG 3 P20",1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,2484M43G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1294,2484M44G01,"CONNECTING LINK, COMPR ACTG RING, STG 4 P20",1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,2484M44G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1295,2484M44G02,"CONNECTING LINK, COMPR ACTG RING, STG 4 P20",1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,13,2484M44G01,Seamless,PCC,Carlton,,0,0,0,0,0,,,,,NPI, $-   , $-   , $-   ,Leap,Yes,,0
1296,9977011-671P02,FAN CASE,,,Yes,44278-PARADIGM PRECISION - MEX                ,CF34 ,,67,9977011-671P02,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,, $712.58 , $698.33 ,Yes, $(14.25), $(954.75)," $46,788.11 ",,,,0
1297,1962M78G02,"HSG,SPRT-#5 BRG",1,1,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,GE90,,224,1506D14,Seamless,PCC,Carlton,1=1,0,13.8,0,718,AMS 5662,,, $712.58 , $698.00 ,Yes, $(14.58)," $(3,265.92)"," $156,352.00 ",,,,Ni
1298,1333M65G01,HALF RING,1,2,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,88,1333M65P01,Seamless,PCC,CARLTON,1=12,7.25,53,Gr.,2219,AMS 4143,,, $762.16 , $746.91 ,Yes, $(15.25)," $(1,342.00)"," $65,728.08 ",,,,0
1299,9661M15P04,HPT ADPTR TUBE,1,1,Yes,49162-JET INDUSTRIES                          ,LM2500,,239,9661M15P04,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,, $771.01 , $755.59 ,Yes, $(15.42)," $(3,685.38)"," $180,586.01 ",,,,0
1300,L47479P02,S1 HPT BLD RET,1,1,Yes,65585-NUMET MACHINING TECHNIQUES              ,LM2500,,174,L47479P02,Seamless,PCC,Carlton,1=6,0,0,0,0,0,,, $830.17 , $813.57 ,Yes, $(16.60)," $(2,888.40)"," $141,561.18 ",,,,0
1301,L14423P07,SEAL,1,1,Yes,49162-JET INDUSTRIES                          ,LM2500,,0,L14423P07,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,, $856.87 , $839.73 ,Yes, $(17.14), $-   , $-   ,,,,0
1302,2090M67P02,SHIELD - NUT,4,4,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,GE90,,20,2090M67P01,Seamless,PCC,CARLTON,1=4,0,0,0,0,0,,, $863.07 , $845.81 ,Yes, $(17.26), $(345.20)," $16,916.20 ",,,,0
1303,17A127-913P01,MID RING             .................................,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CT7/ T700,,14,17A127-583P01,Seamless,PCC,CARLTON,1=1,0,0,0,0,0,,, $902.02 , $883.98 ,Yes, $(18.04), $(252.56)," $12,375.72 ",,,,0
1304,L47731P01,RING,1,1,Yes,14750-B&F MACHINE                             ,CF6-6,,69,TFL47731P01,Seamless,PCC,Carlton,1=5,0,0,0,0,0,,, $909.63 , $891.44 ,Yes, $(18.19)," $(1,255.11)"," $61,509.36 ",2016,,,0
1305,L43543P05,"RING,ACT.",1,1,Yes,00763-TURBINE ENGINE COMPONENTS TEXTRON       ,LM,,48,L43543P05SR,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,, $943.62 , $924.75 ,Yes, $(18.87), $(905.76)," $44,388.00 ",,,,0
1306,5142T10G02,"CASE, COMB",1,1,No,41847-GROS-ITE                                ,F101/B1B,,0,5142T11P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,,,,N/A, $-   , $-   , $-   ,,,,0
1307,9977013-653G01,F404 HPTSS KIT,,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,F404,,8,9977011-212P01,Seamless,PCC,Carlton,1=1,0,56.7,0,903,B50TF151,,," $1,041.88 "," $1,021.04 ",Yes, $(20.84), $(166.72)," $8,168.32 ",,,,Ni
1308,9977013-654G01,LM1600 HPTSS KIT,,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,LM1600,,7,9977011-212P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $1,041.88 "," $1,021.04 ",Yes, $(20.84), $(145.88)," $7,147.28 ",,,,0
1309,9977013-654G01,LM1600 HPTSS KIT,1,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,LM1600,,7,9977011-212P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $1,041.88 "," $1,021.04 ",Yes, $(20.84), $(145.88)," $7,147.28 ",,,,0
1310,1292M32P02,"SEAL, AIR-AFT,  CF6-80/LM6000",1,1,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,CF6-80/LM6000,,61,1292M32P02,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $1,088.79 "," $1,067.01 ",Yes, $(21.78)," $(1,328.58)"," $65,087.61 ",,,,0
1311,9527M71P02,STAGE 1 RETAINER,1,1,Yes,65585-NUMET MACHINING TECHNIQUES              ,F101,,30,9527M71P02,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $1,122.43 "," $1,099.98 ",Yes, $(22.45), $(673.50)," $32,999.40 ",,,,0
1312,5023T64P02,SEAL-TURB ST5,1,1,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF34 ,,0,4060T96P04,Seamless,PCC,CARLTON,1=4,0,0,0,0,0,,, $586.22 , $563.01 ,Yes, $(23.21), $-   , $-   ,,,,0
1313,4022T37P01,COOLING PLATE ST1,1,1,Yes,14750-B&F MACHINE                             ,T700,,8,4011T37P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $1,175.54 "," $1,152.03 ",Yes, $(23.51), $(188.08)," $9,216.24 ",2017,,,0
1314,5023T59P02,SEAL TURBINE,1,1,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF34 ,,0,4060T96P02,Seamless,PCC,CARLTON,1=1,0,0,0,0,0,,, $618.28 , $593.80 ,Yes, $(24.48), $-   , $-   ,,,,0
1315,9977013-246P02,F414 FWD FLANGE,,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,F414,,85,9977013-259P02,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $1,264.95 "," $1,239.65 ",Yes, $(25.30)," $(2,150.50)"," $105,370.25 ",,,,0
