ID,Part Number,Nomenclature ,QPA,QPE,GE NEG,Finished Part Supplier ,Engine Program,Engine Model,2015 QTY,Part Type,RM-Type,R/M Supplier,Plant,Yield ,Billet Diameter,Weight,Weight Type,Alloy,Spec,Flash Welding Permitted?,"Extend, Remove, or Negotiate?", R/M Unit Price 2014 , R/M Unit Price 2015 ,PO Amended  Y/N?, 2015 RM Delta , 2015 Material Deflation , 2015 Material Extended Value ,Machine Part Comments,NPI  - Leap/PP,Chip Revert  Part?,Alloy Family
205,2094M44G03,LINK PAD,2,2,Yes,62379-MORRIS MACHINE                          ,GE-PASSPORT,,4,2094M43P01,Forging_Closed_Die_F,ATI,Irvine (Chentech),1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,192.00 ",,NPI," $(2,192.00)"," $(8,768.00)", $-   ,,Yes,,0
206,5166T27P01,"PLATE, COOLING",1,1,Yes,11255-B&E TOOL                                ,CT7/ T700,,84,4185T15P02,Forging_Closed_Die_F,ATI,Ladish,1=2,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,277.32 "," $2,276.05 ",Yes, $(1.27), $(106.68)," $191,188.20 ",,,,0
207,2466M68P01,MID SEAL,1,1,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LEAP A/C,,21,2466M96P02,Forging_Closed_Die_F,ATI,Irvine (Chen tech),1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,,  Leap  ,  Leap  ,NPI,#VALUE!,#VALUE!,#VALUE!,,Yes,,0
208,5127T60P02,STUB SHAFT,1,1,Yes,31799-DEMUSZ MFG CO                           ,T700,,65,5127T61P01,Forging_Closed_Die_F,ATI,Irvine (Chentech),1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $455.00 , $446.00 ,Yes, $(9.00), $(585.00)," $28,990.00 ",,,,0
209,5144T05P01,"PLATE, GGT CLG FWD (GE38)",1,1,Yes,49162-JET INDUSTRIES                          ,CPX38,,0,5144T06P01,Forging_Closed_Die_F,ATI,Ladish,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $11,369.00 "," $11,359.05 ",Yes, $(9.95), $-   , $-   ,,,,0
210,5144T13P01,"SEAL, INTERSTAGE, GCT (GE38)",1,1,Yes,31799-DEMUSZ MFG CO                           ,CPX38,,0,5144T14P01,Forging_Closed_Die_F,ATI,Ladish,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $13,236.00 "," $13,225.00 ",Yes, $(11.00), $-   , $-   ,do not have pricing yet,,,0
211,1590M59P01,STG 3 DISK,1,1,Yes,29801-Xian Aero,CFM56-5/-7,,152,2116M13P01,Forging_Closed_Die_F,ATI,Irvine (Chentech),1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,881.00 "," $1,854.00 ",Yes, $(27.00), $(27.00)," $(3,078.00)",,,No,0
212,2028M41P01,STG 3 DISK,1,1,Yes,29801-Xian Aero,CFM56-5/-7,,85,2028M31P01,Forging_Closed_Die_F,ATI,Irvine (Chentech),1=1,0,0,0,0,0,,," $1,576.00 "," $1,562.00 ",Yes, $(14.00), $(8.40), $(535.50),,,No,0
213,2116M23P01,STG 3 DISK,1,1,Yes,29801-Xian Aero,CFM56-5/-7,,2542,2116M13P01,Forging_Closed_Die_F,ATI,Irvine (Chentech),1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,881.00 "," $1,854.00 ",Yes, $(27.00), $(27.00)," $(51,475.50)",,,No,0
214,2461M38P03,FOS,1,1,Yes,29801-Xian Aero,Leap-1A/C,,0,2461M39P01,Forging_Closed_Die_F,ATI,Ladish,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $24,361.00 "," $24,345.00 ",Yes, $(16.00), $(16.00), $-   ,,,"Check with Mark - depends on alloy (Ti: No, Inco718: Yes)",0
215,2466M58P01,SEAL,1,1,Yes,29801-Xian Aero,Leap-1A/C,,0,2483M59P01,Forging_Closed_Die_F,ATI,Irvine (Chentech),1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $7,487.00 "," $7,839.00 ",Yes, $352.00 , $352.00 , $-   ,,,"Check with Mark - depends on alloy (Ti: No, Inco718: Yes)",0
216,2471M24P02,"SEAL, REAR",1,1,Yes,29801-Xian Aero,PP20,,0,2471M25P01,Forging_Closed_Die_F,ATI,Irvine (Chentech),1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,951.00 "," $3,312.00 ",Yes, $361.00 , $361.00 , $-   ,,,"Check with Mark - depends on alloy (Ti: No, Inco718: Yes)",0
217,2490M16P02,DISK - STG 6,1,1,Yes,29801-Xian Aero,PP20,,13,2468M21P01,Forging_Closed_Die_F,ATI,Irvine (Chentech),1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $9,954.00 "," $9,463.00 ",Yes, $(491.00), $(491.00)," $(4,787.25)",,,"Check with Mark - depends on alloy (Ti: No, Inco718: Yes)",0
218,2600M25P01,MID SEAL,,,Yes,29801-Xian Aero,PP20,,0,2466M96P02,Forging_Closed_Die_F,ATI,Irvine (Chentech),1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $14,569.00 "," $15,266.00 ",Yes, $697.00 , $697.00 , $-   ,,,"Check with Mark - depends on alloy (Ti: No, Inco718: Yes)",0
219,4125T37P02,OTC,1,1,Yes,29801-Xian Aero,CF34-8C/-8E,,399,5127T54P01,Forging_Closed_Die_F,ATI,Irvine (Chentech),1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,242.00 "," $3,081.00 ",Yes, $(161.00), $(161.00)," $(48,179.25)",,,Yes,0
220,5127T27P01,"DISK, HPT STG 1",1,1,Yes,29801-Xian Aero,CFE738,,0,5127T02P02,Forging_Closed_Die_F,ATI,Ladish,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $8,358.00 "," $8,353.00 ",Yes, $(5.00), $(5.00), $-   ,,,No,0
221,L38475P03,INNER SEAL,1,1,Yes,29801-Xian Aero,LMS100,,8,4013388-839P01,Forging_Closed_Die_F,ATI,Irvine (Chentech),1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $5,937.00 "," $5,634.00 ",Yes, $(303.00), $(303.00)," $(1,818.00)",,,Yes,0
222,5168T76G04,"CASE, COMPRESSOR",1,1,Yes,76962-Samsung,CT7,,84,5168T75P01,Forging_Closed_Die_F,ATI,PCT,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,065.60 "," $3,969.45 ",Yes, $(96.15), $(96.15)," $(6,057.45)",Complete: 9SQ08050,,,0
223,1855M62G01,SPINNER,1,1,Yes,62422-BROWN PRECISION INC                     ,CF6,,28,17A146-376P02,Forging_Closed_Die_F,Aubert_Duval,Aubert_Duval,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,904.00 "," $2,873.00 ",Yes, $(31.00), $(868.00)," $80,444.00 ",,,,0
224,9287M71G06,SPINNER,1,1,Yes,62422-BROWN PRECISION INC                     ,CF6,,45,17A146-376P02,Forging_Closed_Die_F,Aubert_Duval,Aubert_Duval,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,904.00 "," $2,873.00 ",Yes, $(31.00)," $(1,395.00)"," $129,285.00 ",,,,0
225,2087M39P01,"SEAL,AFT HPTURB",1,1,Yes,29801-Xian Aero,GP7200,,71,2087M53P01,Forging_Closed_Die_F,Aubert_Duval,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $5,239.00 "," $5,122.00 ",Yes, $(117.00), $(117.00)," $(6,230.25)",,,Yes,0
226,1472M33G03,#1 BRG HSG,1,1,Yes,24185-Liming,CF6,,67,4013382-670P02,Forging_Closed_Die_F,Aubert_Duval,,1=1,0,0,0,0,0,,," $2,908.00 "," $2,828.00 ",Yes, $(80.00), $(80.00)," $(4,020.00)",,,,0
227,1622M28G07,SPINNER,1,1,Yes,24185-Liming,CF6,,37,10042288P02,Forging_Closed_Die_F,Aubert_Duval,,1=1,13,"1,511.7",Yielded,7075,AMS 4311,,," $2,691.00 "," $2,669.00 ",Yes, $(22.00), $(22.00), $(610.50),,,,Al
228,1649M23G03,HOUSING,1,1,Yes,24185-Liming,CF6,,37,4013382-670P02,Forging_Closed_Die_F,Aubert_Duval,,1=1,8,50.0,Yielded,Ti 6-4,AMS 4928,,," $2,908.00 "," $2,828.00 ",Yes, $(80.00), $(80.00)," $(2,220.00)",,,,Ti
229,2013M93G01,"FORGING, ONE PC FAN SPINNER",1,1,Yes,24185-Liming,GE90,,221,4013522-348P01,Forging_Closed_Die_F,Aubert_Duval,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,935.00 "," $2,915.00 ",Yes, $(20.00), $(20.00)," $(3,315.00)",,,,0
230,2300M94G01,"SPINNER, FAN ROTOR",1,1,Yes,24185-Liming,Genx,,0,2300M95P01,Forging_Closed_Die_F,Aubert_Duval,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,656.00 "," $2,632.00 ",Yes, $(24.00), $(24.00), $-   ,,,,0
231,1375M64G01,BEAM,1,1,Yes,61701-MOELLER MANUFACTURING                   ,CF6,,5,4013390-616P02,Forging_Closed_Die_F,Bohler,Bohler,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $5,235.00 "," $5,334.00 ",Yes, $99.00 , $495.00 ," $26,670.00 ",,,,0
232,1846M48G01,"LINK,FWD ENG MT",1,12,No,61701-MOELLER MANUFACTURING                   ,CF34 ,,99,4013536-548P01,Forging_Closed_Die_F,Bohler,Bohler,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,N/A, $-   , $-   , $-   ,,,,0
233,1649M28G02,"LINK ASSY,RH",1,1,Yes,04398-AIDC AEF,CF6,,0,4013287-795P01,Forging_Closed_Die_F,Bohler,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $973.00 , $976.00 ,No, $3.00 , $3.00 , $-   ,,,,0
234,1649M28G03,"LINK ASSY, LH",1,1,Yes,04398-AIDC AEF,CF6,,87,4013287-795P01,Forging_Closed_Die_F,Bohler,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $973.00 , $976.00 ,Yes, $3.00 , $3.00 , $195.75 ,,,,0
235,1672M85P01,"BEAM UPPER, -80E",1,1,Yes,04398-AIDC AEF,CF6,,47,4013390-616P02,Forging_Closed_Die_F,Bohler,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $5,235.00 "," $5,334.00 ",Yes, $99.00 , $99.00 ," $3,489.75 ",,,,0
236,6041T11P04,SHAFT,1,1,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,J85,,73,6041T11P04,Forging_Closed_Die_F,Calamforge,Calamforge,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $7,605.00 "," $8,080.00 ",Yes, $475.00 ," $34,675.00 "," $589,840.00 ",,,,0
237,6012T83P02,MAIN SHAFT,1,,Yes,"11994-MAGELLAN AEROSPACE, HAVERHILL, INC      ",T64,,3,4011T39P01,Forging_Closed_Die_F,Calamforge,Calamforge,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $9,276.00 "," $9,571.00 ",Yes, $295.00 , $885.00 ," $28,713.00 ",,,,0
238,6012T83P05,SHAFT,1,1,Yes,"11994-MAGELLAN AEROSPACE, HAVERHILL, INC      ",CT64,,2,4011T39P01,Forging_Closed_Die_F,Calamforge,Calamforge,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $9,276.00 "," $9,571.00 ",Yes, $295.00 , $590.00 ," $19,142.00 ",,,,0
239,4138T20G01,"YOKE, FRONT FRAME",1,1,Yes,62379-MORRIS MACHINE                          ,CF34-8,,106,4138T19P01,Forging_Closed_Die_F,Calamforge,Calamforge,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $992.00 ," $1,011.00 ",Yes, $19.00 ," $2,014.00 "," $107,166.00 ",,,,0
240,4096694-550,T700 ACT,1,,Yes,85472-SUN COUNTRY INDUSTRIES                  ,T700,,0,5043T99P02,Forging_Closed_Die_F,Calamforge,Calamforge,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $135.00 , $131.00 ,Yes, $(4.00), $-   , $-   ,,,,0
241,4096694-550P02,T700 SHAFT,1,,Yes,85472-SUN COUNTRY INDUSTRIES                  ,CT7/ T700,,110,5043T99P02,Forging_Closed_Die_F,Calamforge,Calamforge,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $135.00 , $131.00 ,Yes, $(4.00), $(440.00)," $14,410.00 ",,,,0
242,17A190-432P01,MACHINED STAGE 3 C/R DISK,1,,Yes,31799-DEMUSZ MFG CO                           ,T64/CT64,,0,3013T51P01,Forging_Closed_Die_F,Calamforge,Calamforge,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,444.00 "," $1,411.00 ",Yes, $(33.00), $-   , $-   ,,,,0
243,17A190-433P01,"SPACER, COMP",1,,Yes,31799-DEMUSZ MFG CO                           ,T64,,1,3013T49P01,Forging_Closed_Die_F,Calamforge,Calamforge,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,404.00 "," $1,371.00 ",Yes, $(33.00), $(33.00)," $1,371.00 ",,,,0
244,17A190-431P01,"DISK, COMP",1,,Yes,31799-DEMUSZ MFG CO                           ,T64,,6,3013T52P01,Forging_Closed_Die_F,Calamforge,Calamforge,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,520.00 "," $1,485.00 ",Yes, $(35.00), $(210.00)," $8,910.00 ",,,,0
245,5135T03G03,TORQUE TUBE,1,,Yes,31799-DEMUSZ MFG CO                           ,T700,,12,5155T65P01,Forging_Closed_Die_F,Calamforge,Calamforge,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,436.00 "," $2,238.00 ",Yes, $(198.00)," $(2,376.00)"," $26,856.00 ",,,,0
246,4138T20G01,"YOKE, FRONT FRAME",1,1,Yes,29801-Xian Aero,CF34-8,,0,4138T19P01,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,028.00 "," $1,011.00 ",Yes, $(17.00), $(17.00), $-   ,,,No,0
247,1380M14G11,"LINK, PLATFORM",1,1,Yes,57635-EGAT,CF6-80C,,64,1843M39P01,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,434.00 "," $1,460.00 ",Yes, $26.00 , $26.00 ," $1,248.00 ",,,,0
248,1380M14G12,"LINK, PLATFORM",1,1,Yes,57635-EGAT,CF6-80C,,59,1843M39P02,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,434.00 "," $1,460.00 ",Yes, $26.00 , $26.00 ," $1,150.50 ",,,,0
249,1380M42G11,LINK FRAME,1,1,Yes,57635-EGAT,CF6-80C,,63,1843M40P01,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,185.00 "," $1,201.00 ",Yes, $16.00 , $16.00 , $756.00 ,,,,0
250,1380M42G12,"LINK, FRAME",1,1,Yes,57635-EGAT,CF6-80C,,61,1843M40P02,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,185.00 "," $1,201.00 ",Yes, $16.00 , $16.00 , $732.00 ,,,,0
251,2134M61G02,"YOKE,THR-ENG MT",1,1,Yes,57635-EGAT,CF34,,0,2091M80P01,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $631.00 , $615.00 ,No, $(16.00), $(16.00), $-   ,,,,0
252,1380M14G11,"LINK, PLATFORM",1,1,Yes,04398-AIDC AEF,CF6-80C,,2,1843M39P01,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,434.00 "," $1,460.00 ",Yes, $26.00 , $26.00 , $39.00 ,,,,0
253,1380M14G12,"LINK, PLATFORM",1,1,Yes,04398-AIDC AEF,CF6-80C,,7,1843M39P02,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,434.00 "," $1,460.00 ",Yes, $26.00 , $26.00 , $136.50 ,,,,0
254,1380M42G11,LINK FRAME,1,1,Yes,04398-AIDC AEF,CF6-80C,,2,1843M40P01,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,185.00 "," $1,201.00 ",Yes, $16.00 , $16.00 , $24.00 ,,,,0
255,1380M42G12,"LINK, FRAME",1,1,Yes,04398-AIDC AEF,CF6-80C,,5,1843M40P02,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,185.00 "," $1,201.00 ",Yes, $16.00 , $16.00 , $60.00 ,,,,0
256,1649M29G02,LINK ASSY,1,1,Yes,04398-AIDC AEF,CF6,,0,4013287-796P02,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,259.00 "," $1,167.00 ",No, $(92.00), $(92.00), $-   ,,,,0
257,1649M29G03,"LINK ASSY, RH",1,1,Yes,04398-AIDC AEF,CF6,,54,4013287-796P02,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,259.00 "," $1,167.00 ",Yes, $(92.00), $(92.00)," $(3,726.00)",,,,0
258,1846M42G02,"YOKE,THR-ENG MT",1,8,Yes,04398-AIDC AEF,CF34-10,,0,2091M80P01,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,934.00 ", $615.00 ,No," $(2,319.00)"," $(2,319.00)", $-   ,Correct raw material p/n is 2091M80P01 - replaced the -549. PA 9SQ05840 was placed with raw material price of $2934.00 (2012) - please adjust pricing accordingly. ,,,0
259,2091M75G02,"MOUNT,ENGINE-",1,1,Yes,04398-AIDC AEF,CF34,,0,2091M70P01,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,419.00 "," $2,156.00 ",No, $(263.00), $(263.00), $-   ,,,,0
260,2148M10G02,YOKE,1,1,Yes,04398-AIDC AEF,CF34,,11,2091M80P01,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $631.00 , $615.00 ,Yes, $(16.00), $(16.00), $(132.00),,,,0
261,4138T92G01,"YOKE, LH FRT FRAME",1,4,Yes,04398-AIDC AEF,CF34,,175,4138T90P01,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $624.00 , $625.00 ,Yes, $1.00 , $1.00 , $131.25 ,,,,0
262,4138T92G02,"YOKE, RH FRT FRAME",1,4,Yes,04398-AIDC AEF,CF34,,180,4138T90P01,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $624.00 , $625.00 ,Yes, $1.00 , $1.00 , $135.00 ,,,,0
263,2134M61G02,"YOKE,THR-ENG MT",1,1,Yes,44553-SAM,CF34,,69,2091M80P01,Forging_Closed_Die_F,Calamforge,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $631.00 , $615.00 ,Yes, $(16.00), $(16.00), $(728.64),,,,0
264,2134M11G02,"LINK,THRUST-",1,1,Yes,44553-SAM,,,32,2134M11G02,Forging_Closed_Die_F,Carpenter,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,406.00 "," $2,669.00 ",Yes, $263.00 , $263.00 ," $5,554.56 ",,,,0
265,2094M79G01,"YOKE, AFT",,,Yes,62379-MORRIS MACHINE                          ,GE-PASSPORT,,4,2094M66,Forging_Closed_Die_F,Ellwood,Ellwood ,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $10,183.00 ",,NPI," $(10,183.00)"," $(40,732.00)", $-   ,,Yes,,0
266,2094M79G02,"YOKE, AFT",,,Yes,62379-MORRIS MACHINE                          ,GE-PASSPORT,,3,2094M66,Forging_Closed_Die_F,Ellwood,Ellwood ,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $10,183.00 ",,NPI," $(10,183.00)"," $(30,549.00)", $-   ,,Yes,,0
267,2095M82G01,YOKE FWD,,,Yes,62379-MORRIS MACHINE                          ,GE-PASSPORT,,6,2094M39,Forging_Closed_Die_F,Ellwood,Ellwood,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $17,935.00 ",,NPI," $(17,935.00)"," $(107,610.00)", $-   ,,Yes,,0
268,2095M82G02,YOKE FWD,,,Yes,62379-MORRIS MACHINE                          ,GE-PASSPORT,,9,2094M39,Forging_Closed_Die_F,Ellwood,Ellwood,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $17,935.00 ",,NPI," $(17,935.00)"," $(161,415.00)", $-   ,,Yes,,0
269,2094M83G01,"YOKE, FWD",,,No,62379-MORRIS MACHINE                          ,GE-PASSPORT,,0,2094M39,Forging_Closed_Die_F,Ellwood,Ellwood ,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $17,935.00 ",,N/A," $(17,935.00)", $-   , $-   ,,,,0
270,2094M83G02,"YOKE, FWD",,,No,62379-MORRIS MACHINE                          ,GE-PASSPORT,,0,2094M39,Forging_Closed_Die_F,Ellwood,Ellwood ,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $17,935.00 ",,N/A," $(17,935.00)", $-   , $-   ,,,,0
271,1846M34G01,WHIFFLETREE,1,1,Yes,62604-PCX AEROSTRUCTURES                      ,GE90,,93,4013536-529P01,Forging_Closed_Die_F,Ellwood,Ellwood,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,252.00 "," $3,140.00 ",Yes, $(112.00)," $(10,416.00)"," $292,020.00 ",,,,0
272,1386M80P05,HPT FWD SHAFT,1,1,Yes,29801-Xian Aero,CFM56-5/-7,,0,2048M99P03,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,607.00 "," $4,241.00 ",Yes, $(366.00), $(366.00), $-   ,,,Yes,0
273,1865M47P02,"SFT,HPTURB RTR",1,1,Yes,29801-Xian Aero,CF34-10E,,101,1865M46P01,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,233.00 "," $3,002.00 ",Yes, $(231.00), $(231.00)," $(17,498.25)",,,Yes,0
274,1873M73P01,FWD SHAFT,1,1,Yes,29801-Xian Aero,CFM56-5/-7,,98,2048M99P03,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,607.00 "," $4,241.00 ",Yes, $(366.00), $(366.00)," $(26,901.00)",,,Yes,0
275,2048M21P03,HPT SHAFT,1,1,Yes,29801-Xian Aero,CFM56-5/-7,,1732,2048M99P03,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,607.00 "," $4,241.00 ",Yes, $(366.00), $(366.00)," $(475,434.00)",,,Yes,0
276,4124T93P03,"SEAL, IBP ROT",1,1,Yes,29801-Xian Aero,CF34-8C/-8E,,62,4124T89P01,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,497.00 "," $1,401.00 ",Yes, $(96.00), $(96.00)," $(4,464.00)",,,Yes,0
277,L47200P01,"DIAPHRAGM, DAMPER",1,1,Yes,29801-Xian Aero,LM2500,,22,4013522-265P01,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,520.00 "," $1,490.00 ",Yes, $(30.00), $(30.00), $(495.00),,,No,0
278,1347M31P01,CDP SEAL,1,1,Yes,58714-FAST,CF6,,0,1347M31P01,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,893.00 "," $2,478.00 ",Yes, $(415.00), $(415.00), $-   ,,,N/A,0
279,1347M31P03,SEAL ROT CDP,1,1,Yes,58714-FAST,CF6,,0,1347M31P01,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,893.00 "," $2,478.00 ",Yes, $(415.00), $(415.00), $-   ,,,N/A,0
280,2048M21P03,HPT SHAFT,1,1,Yes,58800-Liyang,CFM56-5/-7,,624,2048M99P03,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $5,063.00 "," $4,795.00 ",Yes, $(268.00), $(268.00)," $(125,424.00)","Need to write PNM to document (S382,43) change to PO",,,0
281,1846M30G01,PLATFORM,1,1,Yes,04398-AIDC AEF,GE90,,105,4013536-527P01,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,954.00 "," $3,832.00 ",Yes, $(122.00), $(122.00)," $(9,607.50)",,,,0
282,2091M58G02,"YOKE,ENG MT-FWD",1,1,Yes,04398-AIDC AEF,CF34,,0,2091M68P01,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $5,337.00 "," $5,153.00 ",No, $(184.00), $(184.00), $-   ,,,,0
283,4138T53G04,"YOKE,ENG MT- FWD",1,2,Yes,04398-AIDC AEF,CF34,,177,4138T86P01,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,886.00 "," $4,729.00 ",Yes, $(157.00), $(157.00)," $(20,841.75)",,,,0
284,1842M28G01,FORWARD MOUNT YOKE,1,1,Yes,44553-SAM,GE90,,0,4013536-528P01,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $5,360.00 "," $5,197.00 ",No, $(163.00), $(163.00), $-   ,,,,0
285,1846M31G01,"YOKE, FWD MOUNT",1,1,Yes,44553-SAM,GE90,,111,4013536-528P01,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $5,360.00 "," $5,197.00 ",Yes, $(163.00), $(163.00)," $(11,941.38)",,,,0
286,1846M34G01,WHIFFLETREE,1,1,Yes,44553-SAM,GE90,,135,4013536-529P01,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,252.00 "," $3,140.00 ",Yes, $(112.00), $(112.00)," $(9,979.20)",,,,0
287,1846M49G01,"YOKE,FWD-ENG MT",1,5,Yes,44553-SAM,CF34,,32,4013536-547P01,Forging_Closed_Die_F,Ellwood,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,030.00 "," $3,900.00 ",Yes, $(130.00), $(130.00)," $(2,745.60)",,,,0
288,2337M10G01,"YOKE, FORWARD ENGINE MOUNT, GENX-2B...................",1,1,Yes,62379-MORRIS MACHINE                          ,GENX,,0,2337M80P01,Forging_Closed_Die_F,Ellwood ,Ellwood ,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,896.00 "," $2,798.00 ",Yes, $(98.00), $-   , $-   ,,,,0
289,1692M12G04,WIFFLE TREE AFT MOUNT,1,1,Yes,62379-MORRIS MACHINE                          ,GE90,,16,4013536-529P01,Forging_Closed_Die_F,Ellwood ,Ellwood ,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,252.00 "," $3,140.00 ",Yes, $(112.00)," $(1,792.00)"," $50,240.00 ",,,,0
